repo_commit,repo_path,github_git_blob_sha1,local_git_blob_sha1,sha256,bytes,byte_identity_status,source_url,hash_basis
6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/15. Strategic Decision Modeling Protocol.pdf,65cd4199edc01206ddc80766578255c0476741a9,65cd4199edc01206ddc80766578255c0476741a9,8c74bc5d7c3173bd504a72b0e7f67e036dfa659ebb86c93df50015772406dba4,290510,MATCH,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/15. Strategic Decision Modeling Protocol.pdf,local bytes matched to live Git blob SHA-1
6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/16. Strategic Decision Modeling Protocol.pdf,d0f994828b95363a4a335ddedd0ebeb04ffe438e,d0f994828b95363a4a335ddedd0ebeb04ffe438e,512cad7aeb7d57f010cb83ce1de3b46e8604e4c5a9ab56ce7439249bd51d173b,216880,MATCH,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/16. Strategic Decision Modeling Protocol.pdf,local bytes matched to live Git blob SHA-1
6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/17. Strategic Decision Modeling Protocol.pdf,b56a98940acd66687f4338ae5c7f1c434527c3a5,b56a98940acd66687f4338ae5c7f1c434527c3a5,23cb50f75cbbfed2b24308abbcdb2c3d80b63f35f95d56c38ff116faadbe5895,225982,MATCH,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/17. Strategic Decision Modeling Protocol.pdf,local bytes matched to live Git blob SHA-1
6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/18. Strategic Decision Modeling Protocol.pdf,42d655cc3b2c2563e56992b45c2b16c7bc534366,42d655cc3b2c2563e56992b45c2b16c7bc534366,1335cd9261700838df1005974bc9b6d8e0d588edc4e6fa98266cf7f7b4b6f4eb,219212,MATCH,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/18. Strategic Decision Modeling Protocol.pdf,local bytes matched to live Git blob SHA-1
6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/19. Strategic Decision Modeling Protocol.pdf,7556a7b77e8dc7201f3297e4d506fb8fb946c0b1,7556a7b77e8dc7201f3297e4d506fb8fb946c0b1,865cb6b736997d80879ca1e14a2ac4287a22d947f1e8a9001777cd989ad1739e,216949,MATCH,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/19. Strategic Decision Modeling Protocol.pdf,local bytes matched to live Git blob SHA-1
6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/2. Strategic Decision Modeling Framework.pdf,fbc5b0c18ce88a9f6cf215f1f63756a75b1c5bd0,fbc5b0c18ce88a9f6cf215f1f63756a75b1c5bd0,6c6f488169edae35c15cc3b485683c2d6e85c599b4f7ef1100d23589f0cb98c7,230906,MATCH,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/2. Strategic Decision Modeling Framework.pdf,local bytes matched to live Git blob SHA-1
6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/20. Strategic Decision Modeling Protocol.pdf,2c6fde6e68be955d8882bbaba44bed9de7ee0e49,2c6fde6e68be955d8882bbaba44bed9de7ee0e49,140f97c1fe5bcdeecb443b961d760f556823b2c59f8599d0117a7a94b159194c,213967,MATCH,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/20. Strategic Decision Modeling Protocol.pdf,local bytes matched to live Git blob SHA-1
6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/21. Strategic Decision Modeling Protocol.pdf,d06744d824cf45389928fd99de388b169ad0e5e6,d06744d824cf45389928fd99de388b169ad0e5e6,5ee44e1ed46e15915bd9c886afecd1bd24314e9cb01852c1cef874e5cef627f7,238057,MATCH,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/21. Strategic Decision Modeling Protocol.pdf,local bytes matched to live Git blob SHA-1
6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/22. Strategic Decision Modeling Protocol.pdf,b6602c2da50278e602745e9eae56d7dc2a39fc28,b6602c2da50278e602745e9eae56d7dc2a39fc28,d074b16e3594924462b1c7d66b1276a5e557b97922f485b616c78fb2455293b5,232591,MATCH,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/22. Strategic Decision Modeling Protocol.pdf,local bytes matched to live Git blob SHA-1
6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/23.Strategic Decision Modeling Protocol.pdf,9502f813c48469b47dc5619f87537170deadd444,9502f813c48469b47dc5619f87537170deadd444,286ed2b46996ee5f703069d95d599a17d5b40279c8e8653363fd76a7fc8b48bf,206545,MATCH,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/23.Strategic Decision Modeling Protocol.pdf,local bytes matched to live Git blob SHA-1
6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/24. Strategic Decision Modeling Protocol.pdf,dcf901085c7ad51cf8d037ba5fe2ebe11e652f9c,dcf901085c7ad51cf8d037ba5fe2ebe11e652f9c,822278632565a419957939665a946d23b1996d89c719f726bcdc7e6bf50c8934,231965,MATCH,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/24. Strategic Decision Modeling Protocol.pdf,local bytes matched to live Git blob SHA-1
6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/25. Strategic Decision Modeling Protocol.pdf,bb4cf799fd5ce0b22d941f4f4cca6b6b1d6b8d68,bb4cf799fd5ce0b22d941f4f4cca6b6b1d6b8d68,2f6cac443ec1cf8b7d33cca5e1f424a04d3bed2d80d10edca11eb64b73791b06,265813,MATCH,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/25. Strategic Decision Modeling Protocol.pdf,local bytes matched to live Git blob SHA-1
6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/26. Strategic Decision Modeling Protocol.pdf,c41de1b5d1523defae62362f259e7b0368a0158b,c41de1b5d1523defae62362f259e7b0368a0158b,7e77386b1508cb0ccb67234a4c65ac36e1ba14a49f024211c4968f9d6dec192e,247844,MATCH,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/26. Strategic Decision Modeling Protocol.pdf,local bytes matched to live Git blob SHA-1
6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/27. Strategic Decision Modeling Protocol.pdf,63c7cd5d4ec9da7485b3e7be175286d5be1e2fa9,63c7cd5d4ec9da7485b3e7be175286d5be1e2fa9,74ebc65e71943daab5b1d67c2f483bc0681058e99d10903ee21cd20e8d26f517,208968,MATCH,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/27. Strategic Decision Modeling Protocol.pdf,local bytes matched to live Git blob SHA-1
6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/28. Strategic Decision Modeling Protocol.pdf,d23c4492f58a2a8cb4c48c5dfbd656da250a0ef6,d23c4492f58a2a8cb4c48c5dfbd656da250a0ef6,b8f3364ae20410873bc6b6a153c4f6b11b653f6b27b8b1a574020e2e6869a337,248689,MATCH,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/28. Strategic Decision Modeling Protocol.pdf,local bytes matched to live Git blob SHA-1
6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/29. Strategic Decision Modeling Protocol.pdf,b897c08c4e1c50980ec71674bfb9f740dc4aa121,b897c08c4e1c50980ec71674bfb9f740dc4aa121,58e8e1c1071435670fd7047ff623809184435745bb9882b7c8b5d9f752051541,241047,MATCH,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/29. Strategic Decision Modeling Protocol.pdf,local bytes matched to live Git blob SHA-1
6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/3. Strategic Decision Modeling Protocol.pdf,ba30f286535c25cc75182d080b10862847c7c1f6,ba30f286535c25cc75182d080b10862847c7c1f6,b38d30d7290f6dd06dfdd11e9e91d690046307e35d589010665a82cf73f85c9c,184198,MATCH,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/3. Strategic Decision Modeling Protocol.pdf,local bytes matched to live Git blob SHA-1
6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/30. Strategic Decision Modeling Protocol.pdf,086248552687819399d730ea8b6a3561bf2b0020,086248552687819399d730ea8b6a3561bf2b0020,b2d21bce34c5189b872a0904e6ffd2720ff48da70483eee12737cde23898c37a,221611,MATCH,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/30. Strategic Decision Modeling Protocol.pdf,local bytes matched to live Git blob SHA-1
6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/4. Strategic Decision Modeling Protocol.pdf,8ac6fb9b840ac4423029597e725d42142d64ccf5,8ac6fb9b840ac4423029597e725d42142d64ccf5,40ed9943db9822e0a9e63d8f4a7e9b9b6d53c0b5bc29ac3b092464de64a84acd,222074,MATCH,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/4. Strategic Decision Modeling Protocol.pdf,local bytes matched to live Git blob SHA-1
6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/5. Strategic Decision Modeling Protocol.pdf,17b9c354256fca3cfaf3460090b38d79e52838f6,17b9c354256fca3cfaf3460090b38d79e52838f6,f668bfe0fa63e29d37bd0bc5e77f2d848cdc7902d3b0e8a196771f492768310b,250671,MATCH,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/5. Strategic Decision Modeling Protocol.pdf,local bytes matched to live Git blob SHA-1
6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/6. Strategic Decision Modeling Protocol.pdf,e1965a0b22f659b7a6e85a9368077be695db984b,e1965a0b22f659b7a6e85a9368077be695db984b,bb6deff79a553a8604a9df6eab4e68e954b122f7cf24ee75aaa2431d914436ec,235419,MATCH,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/6. Strategic Decision Modeling Protocol.pdf,local bytes matched to live Git blob SHA-1
6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/7. Strategic Decision Modeling Protocol.pdf,4ff7f6110a05ab75a9cc387ef80252c64a17e618,4ff7f6110a05ab75a9cc387ef80252c64a17e618,bc1a14b993ed1b7b515df936c8c2c6766e8ad849c6beaf23f5a2c1300bd55ae3,254203,MATCH,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/7. Strategic Decision Modeling Protocol.pdf,local bytes matched to live Git blob SHA-1
6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/8. Strategic Decision Modeling Protocol.pdf,16e74480ec4e4ff20a75617eb5658cdf8b569343,16e74480ec4e4ff20a75617eb5658cdf8b569343,5b336e028ed2a632165b9753b8e14d1f6ac1b74fd84c15e74c5f80a91002f706,227212,MATCH,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/8. Strategic Decision Modeling Protocol.pdf,local bytes matched to live Git blob SHA-1
6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/9. Strategic Decision Modeling Protocol.pdf,9f4ad13d4ee38b8022d8643dc218cd5f82761f54,9f4ad13d4ee38b8022d8643dc218cd5f82761f54,3e463422829f39192ebbb24aa96f676d5bda251f4d225a45c204d53857f394fb,231752,MATCH,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/9. Strategic Decision Modeling Protocol.pdf,local bytes matched to live Git blob SHA-1
6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V1.pdf,fc4a209de09a918ea3e478cab34af42826350874,fc4a209de09a918ea3e478cab34af42826350874,5b719bdd43372cc576043419b9abdff92627fd32b3ed0bf74f439ea9c1555f54,198216,MATCH,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/GPT-4o/GPT_시뮬레이션 V1.pdf,local bytes matched to live Git blob SHA-1
6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V10.pdf,2ce5a0e433ad3b5a6b51e29fd1619911720b454c,2ce5a0e433ad3b5a6b51e29fd1619911720b454c,c95c58c512afda8d047eb925bd47801968f42f53b2d18458d6cccce3aa1c3aad,173191,MATCH,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/GPT-4o/GPT_시뮬레이션 V10.pdf,local bytes matched to live Git blob SHA-1
6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V11.pdf,a982405a7edfe84d8160b6bbaafff5f91a710a30,a982405a7edfe84d8160b6bbaafff5f91a710a30,da0399d4adc653c8b6ad22ac5f9cc9cfd6a3eaf479694ba79318867dd370ad78,176134,MATCH,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/GPT-4o/GPT_시뮬레이션 V11.pdf,local bytes matched to live Git blob SHA-1
6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V12.pdf,7bfcefe4ca6d299d6b848f527b867439ae3d687f,7bfcefe4ca6d299d6b848f527b867439ae3d687f,f3b1fb6fcbafc7446847aa51e799b7b5013ad6c06e2bb1ac50e89cd6beaeebaa,159462,MATCH,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/GPT-4o/GPT_시뮬레이션 V12.pdf,local bytes matched to live Git blob SHA-1
6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V13.pdf,0f490cc1b8346f02c9cd085d798394d49d34004a,0f490cc1b8346f02c9cd085d798394d49d34004a,7a15bdd69ad5389061eaf2b5b0300161a7fe984561a7a77f2ba13764f431ac49,155836,MATCH,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/GPT-4o/GPT_시뮬레이션 V13.pdf,local bytes matched to live Git blob SHA-1
6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V14.pdf,f337c86055a3a189c7bc8aa0e1e7e5c6e1c64085,f337c86055a3a189c7bc8aa0e1e7e5c6e1c64085,e6bf4ece8979113a25230a1f7f747f60235d7261dc2c51c61984e4178ffb114c,180528,MATCH,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/GPT-4o/GPT_시뮬레이션 V14.pdf,local bytes matched to live Git blob SHA-1
6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V15.pdf,772d85aa2e0ef0fd02a79f7851145ffc48ebe0a9,772d85aa2e0ef0fd02a79f7851145ffc48ebe0a9,82da816b1d9610816025abf6b57e0ddb30d45896c19a99bf382c88ae5370f33c,179438,MATCH,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/GPT-4o/GPT_시뮬레이션 V15.pdf,local bytes matched to live Git blob SHA-1
6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V16.pdf,06cf65f40f42498219e87ce89b05a48ca779bef4,06cf65f40f42498219e87ce89b05a48ca779bef4,095afc84f8437c7f5343b184d25cd23dfd17693b1386f84d94fa35f778900e7d,178536,MATCH,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/GPT-4o/GPT_시뮬레이션 V16.pdf,local bytes matched to live Git blob SHA-1
6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V17.pdf,18468f728f34096f202363fdcb2e3f54c1974274,18468f728f34096f202363fdcb2e3f54c1974274,68003af1d7585e2b160a148685d20484b7576af921e5792488adfbf768abafeb,157330,MATCH,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/GPT-4o/GPT_시뮬레이션 V17.pdf,local bytes matched to live Git blob SHA-1
6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V18.pdf,82324a85adedc8ecec117a04ea173a7382ca3f82,82324a85adedc8ecec117a04ea173a7382ca3f82,f0dad85d4e2cfc4eaaf5de2909bacdad3105b8f12cfca38f8df9bed75cd66ecd,152469,MATCH,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/GPT-4o/GPT_시뮬레이션 V18.pdf,local bytes matched to live Git blob SHA-1
6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V19.pdf,1f28e574cdd26dfd2973c8de15907d3359bca623,1f28e574cdd26dfd2973c8de15907d3359bca623,4750ec398977fac0511c235af8f5947636e89150f2a8a28b03df2f3f246df7d0,196650,MATCH,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/GPT-4o/GPT_시뮬레이션 V19.pdf,local bytes matched to live Git blob SHA-1
6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V2.pdf,7722a57d7f46d753cdcb9f109f32524dc8ba705a,7722a57d7f46d753cdcb9f109f32524dc8ba705a,841b7b9fe14dfd575acca1315fa4ddd5d5ce28674d9f053188bfccb2968253c4,185468,MATCH,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/GPT-4o/GPT_시뮬레이션 V2.pdf,local bytes matched to live Git blob SHA-1
6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V20.pdf,5fe7061a368b81237e79459dcff608045a3fae6d,5fe7061a368b81237e79459dcff608045a3fae6d,60668599f034f9aa539712f4a5180b7e8fa74acf6cb5de703adbf86195f8f9cf,188652,MATCH,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/GPT-4o/GPT_시뮬레이션 V20.pdf,local bytes matched to live Git blob SHA-1
6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V21.pdf,6dae64fbb63c64db95f92469c7573a78ca4c1eec,6dae64fbb63c64db95f92469c7573a78ca4c1eec,3118d6828e017eae7eb572f1e11734a172741fea6ddc2bbf116ab2726be8cb11,186847,MATCH,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/GPT-4o/GPT_시뮬레이션 V21.pdf,local bytes matched to live Git blob SHA-1
6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V22.pdf,0d4f6f256ff5c1cfa48ebca46c6cc386e37aacbc,0d4f6f256ff5c1cfa48ebca46c6cc386e37aacbc,80cff2f749dcefe8b48c003c616763359c4ac63fd1709a407f9b6e7181235bb4,168171,MATCH,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/GPT-4o/GPT_시뮬레이션 V22.pdf,local bytes matched to live Git blob SHA-1
