check_id,reference_field,historical_extraction_reference,extraction_availability,alternative_source_file,alternative_source_commit,alternative_source_url,alternative_source_sha256,recorded_page,recorded_excerpt_field,recorded_excerpt_nonempty,fixed_label_aggregation_requires_missing_extraction,full_window_or_coverage_equivalence_certified,alternative_status
SEM-B-V2-PER-25-T3_BRANCH,evidence_file,semantic_v2/sem_b_evidence.json,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Perplexity_RAG/25. Strategic Response Modeling_ Cuban Missile Crisis.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/25.%20Strategic%20Response%20Modeling_%20Cuban%20Missile%20Crisis.pdf,1d1b2305e57df21974bb84bf05f7b4f6eb88a63a9b3e20c16c85b3d73c386d7c,11,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
SEM-B-V2-PER-25-T4_BRANCH,evidence_file,semantic_v2/sem_b_evidence.json,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Perplexity_RAG/25. Strategic Response Modeling_ Cuban Missile Crisis.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/25.%20Strategic%20Response%20Modeling_%20Cuban%20Missile%20Crisis.pdf,1d1b2305e57df21974bb84bf05f7b4f6eb88a63a9b3e20c16c85b3d73c386d7c,15,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
SEM-B-V2-PER-25-T2_EVENT,evidence_file,semantic_v2/sem_b_evidence.json,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Perplexity_RAG/25. Strategic Response Modeling_ Cuban Missile Crisis.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/25.%20Strategic%20Response%20Modeling_%20Cuban%20Missile%20Crisis.pdf,1d1b2305e57df21974bb84bf05f7b4f6eb88a63a9b3e20c16c85b3d73c386d7c,5,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
SEM-B-V2-PER-25-T3_EVENT,evidence_file,semantic_v2/sem_b_evidence.json,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Perplexity_RAG/25. Strategic Response Modeling_ Cuban Missile Crisis.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/25.%20Strategic%20Response%20Modeling_%20Cuban%20Missile%20Crisis.pdf,1d1b2305e57df21974bb84bf05f7b4f6eb88a63a9b3e20c16c85b3d73c386d7c,11,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
SEM-B-V2-PER-25-T4_EVENT,evidence_file,semantic_v2/sem_b_evidence.json,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Perplexity_RAG/25. Strategic Response Modeling_ Cuban Missile Crisis.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/25.%20Strategic%20Response%20Modeling_%20Cuban%20Missile%20Crisis.pdf,1d1b2305e57df21974bb84bf05f7b4f6eb88a63a9b3e20c16c85b3d73c386d7c,15,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
SEM-B-V2-PER-26-T1_US_ROLE,evidence_file,semantic_v2/sem_b_evidence.json,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Perplexity_RAG/26. You are a tool for modeling strategic decisions. A.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/26.%20You%20are%20a%20tool%20for%20modeling%20strategic%20decisions.%20A.pdf,ed6b4901a20f459ee4f0bfb4d7bfd3a31c213a864bf546265b241d3ebf984f49,2,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
SEM-B-V2-PER-26-T1_SU_ROLE,evidence_file,semantic_v2/sem_b_evidence.json,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Perplexity_RAG/26. You are a tool for modeling strategic decisions. A.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/26.%20You%20are%20a%20tool%20for%20modeling%20strategic%20decisions.%20A.pdf,ed6b4901a20f459ee4f0bfb4d7bfd3a31c213a864bf546265b241d3ebf984f49,2,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
SEM-B-V2-PER-26-T2_BRANCH,evidence_file,semantic_v2/sem_b_evidence.json,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Perplexity_RAG/26. You are a tool for modeling strategic decisions. A.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/26.%20You%20are%20a%20tool%20for%20modeling%20strategic%20decisions.%20A.pdf,ed6b4901a20f459ee4f0bfb4d7bfd3a31c213a864bf546265b241d3ebf984f49,7,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
SEM-B-V2-PER-26-T3_BRANCH,evidence_file,semantic_v2/sem_b_evidence.json,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Perplexity_RAG/26. You are a tool for modeling strategic decisions. A.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/26.%20You%20are%20a%20tool%20for%20modeling%20strategic%20decisions.%20A.pdf,ed6b4901a20f459ee4f0bfb4d7bfd3a31c213a864bf546265b241d3ebf984f49,10,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
SEM-B-V2-PER-26-T4_BRANCH,evidence_file,semantic_v2/sem_b_evidence.json,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Perplexity_RAG/26. You are a tool for modeling strategic decisions. A.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/26.%20You%20are%20a%20tool%20for%20modeling%20strategic%20decisions.%20A.pdf,ed6b4901a20f459ee4f0bfb4d7bfd3a31c213a864bf546265b241d3ebf984f49,13,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
SEM-B-V2-PER-26-T2_EVENT,evidence_file,semantic_v2/sem_b_evidence.json,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Perplexity_RAG/26. You are a tool for modeling strategic decisions. A.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/26.%20You%20are%20a%20tool%20for%20modeling%20strategic%20decisions.%20A.pdf,ed6b4901a20f459ee4f0bfb4d7bfd3a31c213a864bf546265b241d3ebf984f49,7,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
SEM-B-V2-PER-26-T3_EVENT,evidence_file,semantic_v2/sem_b_evidence.json,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Perplexity_RAG/26. You are a tool for modeling strategic decisions. A.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/26.%20You%20are%20a%20tool%20for%20modeling%20strategic%20decisions.%20A.pdf,ed6b4901a20f459ee4f0bfb4d7bfd3a31c213a864bf546265b241d3ebf984f49,10,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
SEM-B-V2-PER-26-T4_EVENT,evidence_file,semantic_v2/sem_b_evidence.json,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Perplexity_RAG/26. You are a tool for modeling strategic decisions. A.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/26.%20You%20are%20a%20tool%20for%20modeling%20strategic%20decisions.%20A.pdf,ed6b4901a20f459ee4f0bfb4d7bfd3a31c213a864bf546265b241d3ebf984f49,13,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
SEM-B-V2-PER-27-T1_US_ROLE,evidence_file,semantic_v2/sem_b_evidence.json,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Perplexity_RAG/27. Strategic Decision Analysis_ Cuban Missile Crisis.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/27.%20Strategic%20Decision%20Analysis_%20Cuban%20Missile%20Crisis.pdf,fc5bece68d62652495b92941b31299f5ba4770db51e5ad640662424dcf30c1f8,1,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
SEM-B-V2-PER-27-T1_SU_ROLE,evidence_file,semantic_v2/sem_b_evidence.json,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Perplexity_RAG/27. Strategic Decision Analysis_ Cuban Missile Crisis.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/27.%20Strategic%20Decision%20Analysis_%20Cuban%20Missile%20Crisis.pdf,fc5bece68d62652495b92941b31299f5ba4770db51e5ad640662424dcf30c1f8,1,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
SEM-B-V2-PER-27-T2_BRANCH,evidence_file,semantic_v2/sem_b_evidence.json,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Perplexity_RAG/27. Strategic Decision Analysis_ Cuban Missile Crisis.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/27.%20Strategic%20Decision%20Analysis_%20Cuban%20Missile%20Crisis.pdf,fc5bece68d62652495b92941b31299f5ba4770db51e5ad640662424dcf30c1f8,6,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
SEM-B-V2-PER-27-T3_BRANCH,evidence_file,semantic_v2/sem_b_evidence.json,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Perplexity_RAG/27. Strategic Decision Analysis_ Cuban Missile Crisis.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/27.%20Strategic%20Decision%20Analysis_%20Cuban%20Missile%20Crisis.pdf,fc5bece68d62652495b92941b31299f5ba4770db51e5ad640662424dcf30c1f8,10,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
SEM-B-V2-PER-27-T4_BRANCH,evidence_file,semantic_v2/sem_b_evidence.json,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Perplexity_RAG/27. Strategic Decision Analysis_ Cuban Missile Crisis.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/27.%20Strategic%20Decision%20Analysis_%20Cuban%20Missile%20Crisis.pdf,fc5bece68d62652495b92941b31299f5ba4770db51e5ad640662424dcf30c1f8,15,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
SEM-B-V2-PER-27-T2_EVENT,evidence_file,semantic_v2/sem_b_evidence.json,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Perplexity_RAG/27. Strategic Decision Analysis_ Cuban Missile Crisis.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/27.%20Strategic%20Decision%20Analysis_%20Cuban%20Missile%20Crisis.pdf,fc5bece68d62652495b92941b31299f5ba4770db51e5ad640662424dcf30c1f8,6,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
SEM-B-V2-PER-27-T3_EVENT,evidence_file,semantic_v2/sem_b_evidence.json,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Perplexity_RAG/27. Strategic Decision Analysis_ Cuban Missile Crisis.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/27.%20Strategic%20Decision%20Analysis_%20Cuban%20Missile%20Crisis.pdf,fc5bece68d62652495b92941b31299f5ba4770db51e5ad640662424dcf30c1f8,10,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
SEM-B-V2-PER-27-T4_EVENT,evidence_file,semantic_v2/sem_b_evidence.json,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Perplexity_RAG/27. Strategic Decision Analysis_ Cuban Missile Crisis.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/27.%20Strategic%20Decision%20Analysis_%20Cuban%20Missile%20Crisis.pdf,fc5bece68d62652495b92941b31299f5ba4770db51e5ad640662424dcf30c1f8,15,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
SEM-B-V2-PER-28-T1_US_ROLE,evidence_file,semantic_v2/sem_b_evidence.json,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Perplexity_RAG/28. You are a tool for modeling strategic decisions. A (1).pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/28.%20You%20are%20a%20tool%20for%20modeling%20strategic%20decisions.%20A%20%281%29.pdf,d0b530bd3fe34a0a1275d98b455ebca35e241b34a9846972f97715ff8d19b48b,2,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
SEM-B-V2-PER-28-T1_SU_ROLE,evidence_file,semantic_v2/sem_b_evidence.json,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Perplexity_RAG/28. You are a tool for modeling strategic decisions. A (1).pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/28.%20You%20are%20a%20tool%20for%20modeling%20strategic%20decisions.%20A%20%281%29.pdf,d0b530bd3fe34a0a1275d98b455ebca35e241b34a9846972f97715ff8d19b48b,2,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
SEM-B-V2-PER-28-T2_BRANCH,evidence_file,semantic_v2/sem_b_evidence.json,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Perplexity_RAG/28. You are a tool for modeling strategic decisions. A (1).pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/28.%20You%20are%20a%20tool%20for%20modeling%20strategic%20decisions.%20A%20%281%29.pdf,d0b530bd3fe34a0a1275d98b455ebca35e241b34a9846972f97715ff8d19b48b,7,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
SEM-B-V2-PER-28-T3_BRANCH,evidence_file,semantic_v2/sem_b_evidence.json,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Perplexity_RAG/28. You are a tool for modeling strategic decisions. A (1).pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/28.%20You%20are%20a%20tool%20for%20modeling%20strategic%20decisions.%20A%20%281%29.pdf,d0b530bd3fe34a0a1275d98b455ebca35e241b34a9846972f97715ff8d19b48b,10,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
SEM-B-V2-PER-28-T4_BRANCH,evidence_file,semantic_v2/sem_b_evidence.json,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Perplexity_RAG/28. You are a tool for modeling strategic decisions. A (1).pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/28.%20You%20are%20a%20tool%20for%20modeling%20strategic%20decisions.%20A%20%281%29.pdf,d0b530bd3fe34a0a1275d98b455ebca35e241b34a9846972f97715ff8d19b48b,14,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
SEM-B-V2-PER-28-T2_EVENT,evidence_file,semantic_v2/sem_b_evidence.json,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Perplexity_RAG/28. You are a tool for modeling strategic decisions. A (1).pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/28.%20You%20are%20a%20tool%20for%20modeling%20strategic%20decisions.%20A%20%281%29.pdf,d0b530bd3fe34a0a1275d98b455ebca35e241b34a9846972f97715ff8d19b48b,7,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
SEM-B-V2-PER-28-T3_EVENT,evidence_file,semantic_v2/sem_b_evidence.json,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Perplexity_RAG/28. You are a tool for modeling strategic decisions. A (1).pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/28.%20You%20are%20a%20tool%20for%20modeling%20strategic%20decisions.%20A%20%281%29.pdf,d0b530bd3fe34a0a1275d98b455ebca35e241b34a9846972f97715ff8d19b48b,10,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
SEM-B-V2-PER-28-T4_EVENT,evidence_file,semantic_v2/sem_b_evidence.json,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Perplexity_RAG/28. You are a tool for modeling strategic decisions. A (1).pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/28.%20You%20are%20a%20tool%20for%20modeling%20strategic%20decisions.%20A%20%281%29.pdf,d0b530bd3fe34a0a1275d98b455ebca35e241b34a9846972f97715ff8d19b48b,14,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
SEM-B-V2-PER-29-T1_US_ROLE,evidence_file,semantic_v2/sem_b_evidence.json,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Perplexity_RAG/29. Strategic Decision Modeling_ U.S. and Soviet React.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/29.%20Strategic%20Decision%20Modeling_%20U.S.%20and%20Soviet%20React.pdf,92dfeecd15f4ed66ee45d7e4e12b9e7594deec57e2a4c1ccfd032ebab5708810,1,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
SEM-B-V2-PER-29-T1_SU_ROLE,evidence_file,semantic_v2/sem_b_evidence.json,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Perplexity_RAG/29. Strategic Decision Modeling_ U.S. and Soviet React.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/29.%20Strategic%20Decision%20Modeling_%20U.S.%20and%20Soviet%20React.pdf,92dfeecd15f4ed66ee45d7e4e12b9e7594deec57e2a4c1ccfd032ebab5708810,1,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
SEM-B-V2-PER-29-T2_BRANCH,evidence_file,semantic_v2/sem_b_evidence.json,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Perplexity_RAG/29. Strategic Decision Modeling_ U.S. and Soviet React.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/29.%20Strategic%20Decision%20Modeling_%20U.S.%20and%20Soviet%20React.pdf,92dfeecd15f4ed66ee45d7e4e12b9e7594deec57e2a4c1ccfd032ebab5708810,5,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
SEM-B-V2-PER-29-T3_BRANCH,evidence_file,semantic_v2/sem_b_evidence.json,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Perplexity_RAG/29. Strategic Decision Modeling_ U.S. and Soviet React.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/29.%20Strategic%20Decision%20Modeling_%20U.S.%20and%20Soviet%20React.pdf,92dfeecd15f4ed66ee45d7e4e12b9e7594deec57e2a4c1ccfd032ebab5708810,9,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
SEM-B-V2-PER-29-T4_BRANCH,evidence_file,semantic_v2/sem_b_evidence.json,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Perplexity_RAG/29. Strategic Decision Modeling_ U.S. and Soviet React.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/29.%20Strategic%20Decision%20Modeling_%20U.S.%20and%20Soviet%20React.pdf,92dfeecd15f4ed66ee45d7e4e12b9e7594deec57e2a4c1ccfd032ebab5708810,12,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
SEM-B-V2-PER-29-T2_EVENT,evidence_file,semantic_v2/sem_b_evidence.json,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Perplexity_RAG/29. Strategic Decision Modeling_ U.S. and Soviet React.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/29.%20Strategic%20Decision%20Modeling_%20U.S.%20and%20Soviet%20React.pdf,92dfeecd15f4ed66ee45d7e4e12b9e7594deec57e2a4c1ccfd032ebab5708810,5,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
SEM-B-V2-PER-29-T3_EVENT,evidence_file,semantic_v2/sem_b_evidence.json,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Perplexity_RAG/29. Strategic Decision Modeling_ U.S. and Soviet React.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/29.%20Strategic%20Decision%20Modeling_%20U.S.%20and%20Soviet%20React.pdf,92dfeecd15f4ed66ee45d7e4e12b9e7594deec57e2a4c1ccfd032ebab5708810,9,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
SEM-B-V2-PER-29-T4_EVENT,evidence_file,semantic_v2/sem_b_evidence.json,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Perplexity_RAG/29. Strategic Decision Modeling_ U.S. and Soviet React.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/29.%20Strategic%20Decision%20Modeling_%20U.S.%20and%20Soviet%20React.pdf,92dfeecd15f4ed66ee45d7e4e12b9e7594deec57e2a4c1ccfd032ebab5708810,12,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
SEM-B-V2-PER-30-T1_US_ROLE,evidence_file,semantic_v2/sem_b_evidence.json,NOT_INCLUDED_IN_PUBLIC_CANDIDATE,runs/raw_logs/Perplexity_RAG/30. Strategic Decision Analysis_ Soviet Missile Discov.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Perplexity_RAG/30.%20Strategic%20Decision%20Analysis_%20Soviet%20Missile%20Discov.pdf,6633d5f367fc9b84501437bba8e62278ae94c9da8eb7321adea9b8e64f865503,1,evidence,True,False,False,PINNED_SOURCE_PAGE_AND_EXCERPT_AVAILABLE
