relative_path,bytes,sha256
data/supplemental_partial/effect_independent_calculations.csv,3503,bf107f60016d0f9e8ad275dc890269495d3f13badec0337fae7d3d207fb474a3
data/supplemental_partial/effect_review_coverage.csv,20580,3cc02b487596f78ec34e7a7b540393b325833ed37de330a72328ead5da49b4dc
data/supplemental_partial/effect_semantics_ledger.csv,1910794,46a98a8a9d96e2d40aa7e16a1542818c214007f1c8e9382114af3cd8011b86ac
data/supplemental_partial/effect_supplemental_coverage.csv,33942,7f2d46bf4b049bcdccd6546660820e375f63ae79f6d7533e1f37ea7347799593
data/supplemental_partial/effect_supplemental_ledger.csv,148164,c91abaac1f8f54a73809f6772c8a8efa961358f8f10b06c908d732834c7fc962
data/supplemental_partial/fresh_marker_results_120.csv,15019,6b035893af8d24bca8530135a2b9525b3a50f5b83b30a0abbecf6e658e57208b
data/supplemental_partial/geometry_effect_ledger.csv,74144,b8002350bb463ca2a08fb11dd87cb53cc447dbf50e51547a91271b08933a243a
data/supplemental_partial/inheritance_ledger.csv,9388791,6c51c48399e08335e0b050d8c80beef32237d142b1f99818fc66a4b839a39576
data/supplemental_partial/inheritance_legacy_coverage.csv,266301,d9410ee38a26031269b89700459afa1e405f0c6b24e5e899c9f23c3b331dc3c3
data/supplemental_partial/narrative_coverage.csv,16476,5cfc25b3528e0d94be9249f7af9e48c4f068130f701dae45163c9e1ab80ab999
data/supplemental_partial/narrative_facet_ledger.csv,92734,6ea08b6ab219c128cd5337d86a0f309f0818155b93b614fa37f5b54d7dd118b8
data/supplemental_partial/narrative_ledger.csv,155028,cb9de25b97446dafe0679f8d1a4ef9376f16f412c7299245b7b2fa298cfd5d4b
data/supplemental_partial/semantic_phase_inventory.csv,105427,c488f94be0e04b2a61d5d3ae25644100190789f9c9cbad77523713aec3481a29
data/supplemental_partial/threshold_action_coverage.csv,55779,3c096fda3db24a0074e5c42558a7efc5ba37f4189483982e99d114cb0941b29a
data/supplemental_partial/threshold_action_ledger.csv,540269,bcf10161f1de0bce455982f0d7a4c74d4042c6882e79b6aec416d41b7d484f4f
data/supplemental_partial/threshold_branch_inventory.csv,9079,d789394708d45963c329c70ab20c498398d19223bb488d3d7fa20beeaf80189e
DATA_DICTIONARY.md,1874,acbfc8069efc57b7e27d942b3cf5834f6f908e007d0ae97d898d96752f9966bb
evidence/CLA-01_selected_pages.json,3920,a4b093a32dfff700409aa59d5e710c0af82786ab63b09032e667eeb1787978c6
evidence/criteria_recheck/initial_excerpts.json,25319,ecd20b8cf33ee8660e25b5a0494a2b27ec47ebe3c0ab443c1f1d80b01fe79b9a
evidence/criteria_recheck/initial_windows/CLA-01.json,10362,2e1e70cc255786686b14524d8afb8d058f0272327fe14a8c76348d03b29e85d4
evidence/criteria_recheck/initial_windows/CLA-02.json,9641,55eef2ce1f10e9d1fdc78440c3acfa236ddc0f4f09f20e03de6afac7d9fa5add
evidence/criteria_recheck/initial_windows/CLA-03.json,10820,eaff501e885f8e80e9a97e7e47b15b072da6788bf09535636f1a5e15a6ecdec6
evidence/criteria_recheck/initial_windows/CLA-04.json,10256,c73066a90e3fc1b53451fcfc0f33edd8394a9767bf772f556a757186fe3de91b
evidence/criteria_recheck/initial_windows/CLA-05.json,10075,1a26db2914980ee9a2446c91ea85ad483e9919e733c4cb88c2c1f254f20db079
evidence/criteria_recheck/initial_windows/CLA-06.json,9727,cba070e80f5c5c97024244076ca29371d5df9f18e8a700ce6981ed64783d70f9
evidence/criteria_recheck/initial_windows/CLA-07.json,9619,154d149b67acada6ea4b9043528f13b0932e591734f5c52aacd79c091bf3f036
evidence/criteria_recheck/initial_windows/CLA-08.json,9658,3f7471471bff6124c1b89d716a56de0f5d87ec29b70cafb16b7885c004fc4ff2
evidence/criteria_recheck/initial_windows/CLA-09.json,9925,f95a07ca755689d42ff8b6b813b8d590b0c9f455c74530f42a231a91a33e94c0
evidence/criteria_recheck/initial_windows/CLA-10.json,10235,af27a231dfa4eea21416f94ee3a20cbfc28280382fb514842acc29e6ed1b383d
evidence/criteria_recheck/initial_windows/CLA-11.json,10168,887993aed54b5ed78339eb0f0817596172cfaa9adc747f9e779fd38a0609dd88
evidence/criteria_recheck/initial_windows/CLA-12.json,10437,59e646209b1cc09ab12b973361524e1e9d0313e3fba6062c75cb9eb042ea0a10
evidence/criteria_recheck/initial_windows/CLA-13.json,12589,ee14ab2d8c13d491fa8a860b1e7613a3471ee591b1b2902e65c47a4e84a6a8f0
evidence/criteria_recheck/initial_windows/CLA-14.json,22185,d3cbf0b88a7067376850b687bf5a47c8aec7d2c9efc530532aaffbbdaecbca68
evidence/criteria_recheck/initial_windows/CLA-15.json,14747,d15774bab24e6581a4215b7f3ba584d84560315e94af4ff732a8280ad0de1afa
evidence/criteria_recheck/initial_windows/CLA-16.json,10379,3efc40b7b16df4e957db0e567dc591fb82e5263f3ba8fdabda629b0aad10688d
evidence/criteria_recheck/initial_windows/CLA-17.json,9769,d9cc68a756cadcdea0112f2eef384e3af9974adb1833c7b105858cf983c72658
evidence/criteria_recheck/initial_windows/CLA-18.json,9950,0283dc91343e141ac2757a720f7e52bfb5d0037613ff430af970e5531ee7f05b
evidence/criteria_recheck/initial_windows/CLA-19.json,10143,eb6f2a1c62d5436d13df6e5e6f5414d8e125f7e07f1aef3fada30f1677f6514f
evidence/criteria_recheck/initial_windows/CLA-20.json,9857,80769b46d35c22d5feb84ea3053988538c9809c54c86035bc8f7ba47d79e1a6f
evidence/criteria_recheck/initial_windows/CLA-21.json,10166,6d31aa1fea8cdbd02a57944dabe334673ebbcfa912c173993dc7e643e9d34597
evidence/criteria_recheck/initial_windows/CLA-22.json,10077,9fc4dc8432f7a434597a46ffff4f71a7265a78df2a0baed30719802e61146df7
evidence/criteria_recheck/initial_windows/CLA-23.json,9625,55b771931dcb49a51a5c1d707239d380fe2362b961b559d37473f5985456f545
evidence/criteria_recheck/initial_windows/CLA-24.json,11653,d76131aa031785ba4953ad5e29b3b1479f98d711bf0ea35e28bed8afd5cafe86
evidence/criteria_recheck/initial_windows/CLA-25.json,12332,094ebcb3c671c87ce75bca6b3b699c8d9159642d1c9ae2513db0fa1d0fb6231d
evidence/criteria_recheck/initial_windows/CLA-26.json,9926,6ce98724b984a263ecccb5365e252da52088b970b3bd7249cc08a81015e14298
evidence/criteria_recheck/initial_windows/CLA-27.json,9628,67a9d294ab5d76104d4d42f458963730c8a9c24e2e55c54eb5e37728d4cb2c57
evidence/criteria_recheck/initial_windows/CLA-28.json,10142,a354c513b3204a83720705cae98b1f6906ce7118639d7578298642ad68c1e3c1
evidence/criteria_recheck/initial_windows/CLA-29.json,10518,0f59e57b54ee1e9ff75a21a7b0c661d968dac2349705f492025a16fea7cfdc40
evidence/criteria_recheck/initial_windows/CLA-30.json,10577,9a5e4a7a2971af3ffea7b6868313f09f1fb8eedac9d9e0a731ca4780969fd9a3
evidence/criteria_recheck/initial_windows/GEM-01.json,10967,dc7e991722c5ce784f6e24d6f422a34b436b569007c4849f4ef1ac0b94c7dd40
evidence/criteria_recheck/initial_windows/GEM-02.json,11911,4e5e0d0ca417e764f6d7f351554ad45d051a99f2561d9b2e0a80cdbc058e725b
evidence/criteria_recheck/initial_windows/GEM-03.json,11556,2fe6667466e0333f2a0d844735ea957d22eca88e2956a379cb1f6a8f10c1bfb0
evidence/criteria_recheck/initial_windows/GEM-04.json,10841,fd9db3c64f5e15c3d0fbb0ec46c9a93ba83cbfaa2e94da810b973d43ccb3a3aa
evidence/criteria_recheck/initial_windows/GEM-05.json,11292,2edef8012bcfb0549787756fcc861f8c0e862ffdd38ecd8ce4dd7ec888ef50cd
evidence/criteria_recheck/initial_windows/GEM-06.json,11307,7508eb900ccb0e7833d8f3548a650d78e02efa3947fe40eb0be467b73b5c4230
evidence/criteria_recheck/initial_windows/GEM-07.json,10729,dd9828a04c3c2fb11f31d431ab3723b959cade08d6d149a31d3353539582e321
evidence/criteria_recheck/initial_windows/GEM-08.json,10619,ab3cdb61bf53bcb5962e58493079a4c6bbe8a687b4b9732617c705984975f4aa
evidence/criteria_recheck/initial_windows/GEM-09.json,12336,820025ea986a9348fd8263704b3420c34a7c7d23691f4503f6f275f6918b732b
evidence/criteria_recheck/initial_windows/GEM-10.json,10370,a468dce8c8069739824a84927cfcb38d1b22beae9f20bfb46c275185f992721a
evidence/criteria_recheck/initial_windows/GEM-11.json,11473,5ea71cbcf993f3259e88cfd9124bae7bbce7eb6b5c62d8fefe56f4e6270180a3
evidence/criteria_recheck/initial_windows/GEM-12.json,12014,42af85d2d6873aafeec29f41fbc1793d8e3e034a8c0fa3876ed4e1e27355da1e
evidence/criteria_recheck/initial_windows/GEM-13.json,11989,7cb11d6b34e58471a17238c385496d33f3293d18e09acd2b20f9732b3ebb6e7a
evidence/criteria_recheck/initial_windows/GEM-14.json,10622,288a9fcab9c6dc3c764175e4c4b0b9cc57df75cf1ca695501f46bb34ec22b1a5
evidence/criteria_recheck/initial_windows/GEM-15.json,10967,3d2ad5f3a988a23376f72d316027f7233035afb96cc62f2ee8a5ac7fbb16d158
evidence/criteria_recheck/initial_windows/GEM-16.json,10085,67d87bba778b0f900247bd9f37663e1e196e727efcdecff8a89f0a5dad0471f6
evidence/criteria_recheck/initial_windows/GEM-17.json,11415,d4f8c087da3eb3ce91d3126618315d335a53aef74c9585434f4c0c8a670e17fb
evidence/criteria_recheck/initial_windows/GEM-18.json,10136,2eb18221418ce1f3f3a48c8761119769b8251334d250ae1826796fb5306b8cf1
evidence/criteria_recheck/initial_windows/GEM-19.json,10529,e2c7b61b0144580e017ec5b548f5aa6435556135acb8e3caf9c56d7b8090047e
evidence/criteria_recheck/initial_windows/GEM-20.json,11414,6405461669d78292f4f364c49fbd129eb529ec157b94e3d683845f12eb36955b
evidence/criteria_recheck/initial_windows/GEM-21.json,12313,ebd78a351dcfe08059bc59b8d8812d40299ca125a11d93bfd1e11bdf4a1d4ad0
evidence/criteria_recheck/initial_windows/GEM-22.json,10435,5f848898e9b6c1e5d7858c6a3b7e8ffbb00a74d4df178e0bd165688ec15117bb
evidence/criteria_recheck/initial_windows/GEM-23.json,12484,83492821a45573064a284a8d1809cef3088cbc0eefb83671b824677a7c018c02
evidence/criteria_recheck/initial_windows/GEM-24.json,11101,857e1ed9714e531ce159b376e70e7ea4e6715f80f89f61e5f3068d0159a1dd28
evidence/criteria_recheck/initial_windows/GEM-25.json,11767,7f45043536100e481578626c1c570e5a2841ad234be388422b10f891de0a2e87
evidence/criteria_recheck/initial_windows/GEM-26.json,10728,cd2122a054c05738bade03762ca889b04d06b72eac0d86b4a9d1c5e401444e06
evidence/criteria_recheck/initial_windows/GEM-27.json,11999,0851ea602ef86df5e3b6269ec9991e624e36e6212c53abea77c8b9698f10ece2
evidence/criteria_recheck/initial_windows/GEM-28.json,10876,a9fe620623f63de74967770c94433a6bcdc8077c4fe810a4a2270023ae094a49
evidence/criteria_recheck/initial_windows/GEM-29.json,10078,e280894d8ec8c50e9937d065692a501c3a2bd761b76db33530e7b70dcf7c884e
evidence/criteria_recheck/initial_windows/GEM-30.json,10006,392e880d6bb55b36d6c2d040b28ece62bc107b5cc8928ab9710005e42642de3d
evidence/criteria_recheck/initial_windows/GPT-01.json,10092,9adf81d805a395323f5f2e00e7337d3e21665023086f63726009c1e5f98337d1
evidence/criteria_recheck/initial_windows/GPT-02.json,9608,732135a5cdcd927ea39b97a69398b94fe3463b14a4a6ea0b34d7bc27e1c4371e
evidence/criteria_recheck/initial_windows/GPT-03.json,8337,1f11ac92631a8c228923044000183726b5c596d51d758157d65d66ac1ed00338
evidence/criteria_recheck/initial_windows/GPT-04.json,8429,0660d6036688497d4b7b8bde6cba5f24143d13f3c525393ec82a678c5f228634
evidence/criteria_recheck/initial_windows/GPT-05.json,10735,72b8c251c4787d3135658b2971f1888501aa2e99ffbb5481aa5c4406fdee2846
evidence/criteria_recheck/initial_windows/GPT-06.json,8886,51b851dc39a914750ec21aa12163c139331b93d6608820a9202bc1aca5c6b742
evidence/criteria_recheck/initial_windows/GPT-07.json,10020,ff1e5eae94ef62b81faa972e10fb7e8ad817014db1043f19e4419cdb60a1c20d
evidence/criteria_recheck/initial_windows/GPT-08.json,8418,56bdb625cadd25c9a3f4e113f8bae5a239deed09d6817e504e1dd56a0e66f5fc
evidence/criteria_recheck/initial_windows/GPT-09.json,10232,b9a2d1292ac37694b81a587d4203d07572f042be8c533311973166b104d4a395
evidence/criteria_recheck/initial_windows/GPT-10.json,8591,0093f2882e2d886abc296e17e0f186fddc3579f12073a299ff3aee04576e51ef
evidence/criteria_recheck/initial_windows/GPT-11.json,9114,dc6704d63d65c8d41adbcf75f9c0503721090502e8a1844e160f2e32d5dc60d2
evidence/criteria_recheck/initial_windows/GPT-12.json,8784,3ff18757ff8f1a8c6c15961cf12537f04bdb48767339de916b0c7bba517d2225
evidence/criteria_recheck/initial_windows/GPT-13.json,7969,3c3a48205ac2202ab581bf47ac150b9172f165e1c5c22c2698189d1bf01821d7
evidence/criteria_recheck/initial_windows/GPT-14.json,7587,4f140e23a7b4a73f4c7abc52cceb00049786935e26a95e1e87ab7249d10801d2
evidence/criteria_recheck/initial_windows/GPT-15.json,8122,bcf22247436d6d546a91998b1a8a3cbe13436731f7011560e62a764e8cc69d62
evidence/criteria_recheck/initial_windows/GPT-16.json,7996,7c0055d85cb77f74fe9be1fd1199af21717c8e2f028e3186e54a6d7c61bc8c7b
evidence/criteria_recheck/initial_windows/GPT-17.json,11795,e4bbd7c86e1075bacb2f632eb251f457b2425d5348015cb96b5fccec02041bf7
evidence/criteria_recheck/initial_windows/GPT-18.json,10817,1ad691959dfe919d3e7bd730aaa7ee04e8ad8c09c23698d87111cd2d2c636681
evidence/criteria_recheck/initial_windows/GPT-19.json,7957,4abf64695c5694870affa27bc15dfd0c64102ed971aad4ecc4eabbc6c334f888
evidence/criteria_recheck/initial_windows/GPT-20.json,8735,2a4686c9e2f2a7c0b079da9fc8b0e17c7e67bb6b29fd656ab895693f65e699a7
evidence/criteria_recheck/initial_windows/GPT-21.json,10720,bfa77f86b200d264e359ef382b1c79dd490fd80875e31331bbe1934a6d5cbaa7
evidence/criteria_recheck/initial_windows/GPT-22.json,8981,dd3e0446d3727cff259e0b239ed592615c07ea32419f1161b627ac3de849b192
evidence/criteria_recheck/initial_windows/GPT-23.json,10374,cf6814f67399d2f5992f9ce1c3836f6e8e928e5c8e18f5558b9655740674f1f2
evidence/criteria_recheck/initial_windows/GPT-24.json,9250,3c13dcd663eab04be522149620ec75f714b091ffe76e20c12a684ebbd65dfc40
evidence/criteria_recheck/initial_windows/GPT-25.json,8904,36b13215157249e1a31ff381c682cf56853711811867a522f8dc70f73ce1d735
evidence/criteria_recheck/initial_windows/GPT-26.json,9807,1667220f2517d1bbd61e2390b4ede9f086bb4466cab4711d512dd831feb49df0
evidence/criteria_recheck/initial_windows/GPT-27.json,10211,83ed9ed6ebe624edf148002025289403a52e27ac99c636494c1d831fe5fe83fc
evidence/criteria_recheck/initial_windows/GPT-28.json,8036,7ca6a729bd321f6df59f5fec100c14c82ee76c9c110669afc9fd0e8f269ce80f
evidence/criteria_recheck/initial_windows/GPT-29.json,8291,2fd74f6b48f918fee32ee8e3a197fde8707c7a1f73822452aa0bdbcc8e00848e
evidence/criteria_recheck/initial_windows/GPT-30.json,10167,fc9069c636914edcd80d8622e0fb1e2decd890ca1ee70148fcd09292c9e619c2
evidence/criteria_recheck/initial_windows/PER-01.json,7220,846a672ca49a9ea66821cdfa06ef6011a0d37a9bf6ed1f17c56693fbd60db1bc
evidence/criteria_recheck/initial_windows/PER-02.json,7681,4b42887e8aca21821ad4e2403a5af3308e9018e233d6d607c6089e3945003ccf
evidence/criteria_recheck/initial_windows/PER-03.json,8608,c2ad8c0e27516978f03e6316381727684c6d1234d6ec9e0a92f99387634b2f93
evidence/criteria_recheck/initial_windows/PER-04.json,6321,c5c478a954f8575c106d45f1f6bfa0ff6ca5b6481af4d7d348640dcb117c70d3
evidence/criteria_recheck/initial_windows/PER-05.json,8315,8fcb12a10ed37dcd86d471ec8f38dcdae63217d907d3215c6efdccbe27a30df1
evidence/criteria_recheck/initial_windows/PER-06.json,6366,b115d8ffd15093c30fa66cb08a7a88dac7298264093e1105b76ecf94b24db179
evidence/criteria_recheck/initial_windows/PER-07.json,6935,f0874fab7d70ae709a9c5bef1ad0cb4ff6ee8e0cb1f6608a33b7253b0fe03159
evidence/criteria_recheck/initial_windows/PER-08.json,7681,14ace92c2c7693f564d77163622441e3a2c371690fc7f44dbd7e82ee1ee3a916
evidence/criteria_recheck/initial_windows/PER-09.json,8311,46271fafec49618c130a63fdc17a6241aec38d9cd28c2048cf69171c7ded2598
evidence/criteria_recheck/initial_windows/PER-10.json,7163,c32cadef8279243d764c68fb6f07eec8f24662e6b22506e3d4a1ace6cd9634e2
evidence/criteria_recheck/initial_windows/PER-11.json,7949,29ce71123ed333f674732c9636821877b909106b8dcf622a02c1693f56d06767
evidence/criteria_recheck/initial_windows/PER-12.json,7123,8794b442b6bf3fd1d3fc1e1208339c74c32797d395cb6b63a48121a9cc414598
evidence/criteria_recheck/initial_windows/PER-13.json,6749,4e14a2ec8809ec3c41b41f414e0100969280047c238e0cc1dc963c02cb49dbc5
evidence/criteria_recheck/initial_windows/PER-14.json,7913,e6dcfc7289e6878472ca8c4864c5f86a4f47d9160891e4aff64996e28bd18723
evidence/criteria_recheck/initial_windows/PER-15.json,8229,79cb429fdd47f698cecc90496416de8be82c6018a0403fae54f27c08536b11a0
evidence/criteria_recheck/initial_windows/PER-16.json,8122,0ef106b1512d5577125d85148ae72a3674eb2ff2ec02a93fdc497236ece52d4b
evidence/criteria_recheck/initial_windows/PER-17.json,6512,43589c852d8968bd810265c5535a324202113712634047f4e16b376342745c74
evidence/criteria_recheck/initial_windows/PER-18.json,7589,5f48c2ed7c95829b920ab3a3fed1d3bf98b333a4e02107232a09d006b8b1129f
evidence/criteria_recheck/initial_windows/PER-19.json,6603,fdf7868e5b85a15bd5bfe0a89b23d59650f106345611d611d79443561812c701
evidence/criteria_recheck/initial_windows/PER-20.json,7372,41fc211d336caa4213fb78bd49bfa250330c8802b7c120d8d5c9887119e89faa
evidence/criteria_recheck/initial_windows/PER-21.json,7386,2d9949f7e33904dec7fadff783608e5be9a81028838407afcdaa52c93a2728d0
evidence/criteria_recheck/initial_windows/PER-22.json,7937,38f9687a7346eaa99e63173f8c57a8c821ca7116b9e8f36c09ae8b1690efc34e
evidence/criteria_recheck/initial_windows/PER-23.json,6645,dbb15a7bc7916d17efa037e8acf02639d2138ca9d535d54782d596dce0d2e679
evidence/criteria_recheck/initial_windows/PER-24.json,6487,81e7eb32a8e32ef59c0744d2d4f38ed5999eecaa59603c03b5a2a1cfd24b363e
evidence/criteria_recheck/initial_windows/PER-25.json,7403,1c828f553b16999db22d0c68c9f5083d8aa063faa49ea726a67cf74235497f97
evidence/criteria_recheck/initial_windows/PER-26.json,8759,3e4b44038541b139c80de5a6607bed350d9dd50377e26e1bb965d3dc32b8b068
evidence/criteria_recheck/initial_windows/PER-27.json,6380,a368d5edcde1ed996a3f80667cd19ab99e4dba88385cb6ead6833cc757d4cba6
evidence/criteria_recheck/initial_windows/PER-28.json,7433,ac55287a964032889870fe67da7d619259cdeed6d2e800efac4e2686d108cac5
evidence/criteria_recheck/initial_windows/PER-29.json,7580,0c94a798ec04a1fcf63d07ed4e8aa4144da8d2175a5fa0dc0bf9375c2c26dadb
evidence/criteria_recheck/initial_windows/PER-30.json,6750,a7ccf64888a9ffea9716e3f8084e3439e7332f9afc9508505c89f3ea5af1c839
evidence/criteria_recheck/page_images/CLA-07_p2.png,151303,5d0e7236a5a566d931186183055e7a177b91cf168db85f8d0785a0598d14f061
evidence/criteria_recheck/page_images/GPT-28_p2.png,117422,95e7231b7997b71f08065943a5249ea583134808379cd6c8e8263a683d4222cb
evidence/criteria_recheck/page_images/PER-11_p12.png,152405,e3190c64a70d22a1cbc6b3b1a515ec28e1ef2861b7a18308fc77a175291e21ea
evidence/criteria_recheck/page_images/PER-20_p11.png,139123,77556dab30dc9874d38959efdd115590f41eb5de77346bbb60443f56fc369495
evidence/criteria_recheck/page_images/PER-20_p9.png,123667,f7b238a4a599bff65e83f95ef854703c43b7604f47a66f1f8e16dee0f24e53b9
evidence/criteria_recheck/page_images/PER-21_p7.png,134045,527bce8c030fd5d1708cfae6585ac9f7c3952be1e347156975cc48efc401aee0
evidence/criteria_recheck/page_images/PER-21_p8.png,121178,14852cc6c4e75f5c3af06f25b39ee2fa149a787b19b2bc52b434261237ba675d
evidence/criteria_recheck/page_images/PER-23_p1.png,119435,b86847e5b7b477e29e776a2ed099afa13d61aef1ddc14e438ba49312e9673e4b
evidence/criteria_recheck/parent_windows/PER-11.json,11318,798c5186f91a986149e3e2bca21785dfbd5c5abeb228d3c6b7f79c6e00ee9d3c
evidence/criteria_recheck/parent_windows/PER-20.json,13486,9f251b111966d846246d745187c2a0e3a6f740b68d58627dcc68058b76ad0539
evidence/criteria_recheck/parent_windows/PER-21.json,15268,3dcd361c0d0eeaead828eed04bc0a4cde18c3b7e4eb885440ab2359e591a115d
evidence/GEM-28_selected_pages.json,5749,5ecfa60a6032f68b9d4232dc08fa77133d1298fca3503d958ee889ec9cb6dbac
evidence/markers/fresh_marker_component_evidence.csv,440218,e4b127b78c2566134ccfd8cc0f4243b713bb188507537ab6e40b9e1816ea9798
evidence/representative_source_checks.json,741,1732ec0b1b575d08482f1df73af3125d9bb03616de9b0e8d88e0dee41fbda7f1
evidence/visual_inspection_record.json,324,2cf0452c3700a9fd2b9f3fa8b311f3361534f374f2925029d66a0ba01a04300b
legacy/2026-09-20_AI_AND_HUMAN_REVIEW.md,1471,7b03900520911b95fcb3f52b65af43b31c822e03e8e71ada4ba2d72b403eb05d
legacy/2026-09-20_README.md,3843,2eb2f80d4496525f73326abfa91ad1780cbcd04d3c741c688ec8262fda8b7c6b
limitations_and_coverage.csv,3265,1d8028db9c58fe91af3a23a5dd49202fdc23242b180b2d3e26cad3f87653dd37
protocol/actor_later_policy.md,2192,0e7bca4f962b0eccb27a22d9cd62f65dc4ccc6e763efbad49d1af18facd71479
protocol/analysis_spec.json,8594,b12337ac0c5c4a6d294eb2f784ae88ef109f8f5bd531a0ea08de11dc0111fffe
protocol/control_requirements.csv,258634,59bddbd663c1a234b69794f45d6e2ddf7f701eb598dff2e42c1a59e11657cf47
protocol/CRITERIA_CONTEXT_V1.md,3961,0b8012bffcfdbeba89be8fb55088ca06e18fff56dbc52f378fe4f3c7c8f9b3e0
protocol/criteria_source_context.csv,4805,8d1ca65a500db9200f06c02c9f5171144b7f755d7df97d5d472d1d035081fefc
protocol/DATA_DICTIONARY.md,2042,8d9de5a816a9a3ff80c6f5a34d18cf47b53cec9ef9eee673bf2cc0c0cba5866d
protocol/effect_review_policy.md,2677,30f9e6eda5bf3cd034c15bac8bc862a0bd25a300e2459ad6f05233e81dc319f2
protocol/historical_evidence_availability.csv,741571,6bb9d7fe99045a2e36829b5b1587924fc28f950c95958f11e28a4235ea4c51d3
