run_id,source_file,sha256,repository_path,repository_commit,source_url,local_source_filename,raw_bytes_checked_this_closeout,path_basis,sha256_basis
CLA-11,runs/raw_logs/Claude_Opus_4/11. Strategic Decision Modeling Protocol.pdf,7bcd520a56e9b07a3c24bc40692aa4cfdc76a448b0e7cae4845ddc14f769112b,runs/raw_logs/Claude_Opus_4/11. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/11.%20Strategic%20Decision%20Modeling%20Protocol.pdf,CLA-11.pdf,False,Preserved filename mapped to connector-read repository tree; other raw PDFs not downloaded in this closeout,Preserved audit source index; independently recalculated only for two supplied PDFs
CLA-12,runs/raw_logs/Claude_Opus_4/12. Strategic Decision Modeling Protocol.pdf,14eb5bc5437bb94e9347990891c7f714425ce1bcea18d1d717d056901de5869a,runs/raw_logs/Claude_Opus_4/12. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/12.%20Strategic%20Decision%20Modeling%20Protocol.pdf,CLA-12.pdf,False,Preserved filename mapped to connector-read repository tree; other raw PDFs not downloaded in this closeout,Preserved audit source index; independently recalculated only for two supplied PDFs
CLA-13,runs/raw_logs/Claude_Opus_4/13. Strategic Decision Modeling Protocol.pdf,ed12e96517ebf09d595c80a487509e61c148bf3203963f0d7f5f3c9887cdf7d0,runs/raw_logs/Claude_Opus_4/13. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/13.%20Strategic%20Decision%20Modeling%20Protocol.pdf,CLA-13.pdf,False,Preserved filename mapped to connector-read repository tree; other raw PDFs not downloaded in this closeout,Preserved audit source index; independently recalculated only for two supplied PDFs
CLA-14,runs/raw_logs/Claude_Opus_4/14. Strategic Decision Modeling Framework.pdf,d06a065a49e343d1ea363d8bc282a138fa18b24a87cf1ceb7802b9c8f3b6cd48,runs/raw_logs/Claude_Opus_4/14. Strategic Decision Modeling Framework.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/14.%20Strategic%20Decision%20Modeling%20Framework.pdf,CLA-14.pdf,False,Preserved filename mapped to connector-read repository tree; other raw PDFs not downloaded in this closeout,Preserved audit source index; independently recalculated only for two supplied PDFs
CLA-15,runs/raw_logs/Claude_Opus_4/15. Strategic Decision Modeling Protocol.pdf,8c74bc5d7c3173bd504a72b0e7f67e036dfa659ebb86c93df50015772406dba4,runs/raw_logs/Claude_Opus_4/15. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/15.%20Strategic%20Decision%20Modeling%20Protocol.pdf,CLA-15.pdf,False,Preserved filename mapped to connector-read repository tree; other raw PDFs not downloaded in this closeout,Preserved audit source index; independently recalculated only for two supplied PDFs
CLA-16,runs/raw_logs/Claude_Opus_4/16. Strategic Decision Modeling Protocol.pdf,512cad7aeb7d57f010cb83ce1de3b46e8604e4c5a9ab56ce7439249bd51d173b,runs/raw_logs/Claude_Opus_4/16. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/16.%20Strategic%20Decision%20Modeling%20Protocol.pdf,CLA-16.pdf,False,Preserved filename mapped to connector-read repository tree; other raw PDFs not downloaded in this closeout,Preserved audit source index; independently recalculated only for two supplied PDFs
CLA-17,runs/raw_logs/Claude_Opus_4/17. Strategic Decision Modeling Protocol.pdf,23cb50f75cbbfed2b24308abbcdb2c3d80b63f35f95d56c38ff116faadbe5895,runs/raw_logs/Claude_Opus_4/17. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/17.%20Strategic%20Decision%20Modeling%20Protocol.pdf,CLA-17.pdf,False,Preserved filename mapped to connector-read repository tree; other raw PDFs not downloaded in this closeout,Preserved audit source index; independently recalculated only for two supplied PDFs
CLA-18,runs/raw_logs/Claude_Opus_4/18. Strategic Decision Modeling Protocol.pdf,1335cd9261700838df1005974bc9b6d8e0d588edc4e6fa98266cf7f7b4b6f4eb,runs/raw_logs/Claude_Opus_4/18. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/18.%20Strategic%20Decision%20Modeling%20Protocol.pdf,CLA-18.pdf,False,Preserved filename mapped to connector-read repository tree; other raw PDFs not downloaded in this closeout,Preserved audit source index; independently recalculated only for two supplied PDFs
CLA-19,runs/raw_logs/Claude_Opus_4/19. Strategic Decision Modeling Protocol.pdf,865cb6b736997d80879ca1e14a2ac4287a22d947f1e8a9001777cd989ad1739e,runs/raw_logs/Claude_Opus_4/19. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/19.%20Strategic%20Decision%20Modeling%20Protocol.pdf,CLA-19.pdf,False,Preserved filename mapped to connector-read repository tree; other raw PDFs not downloaded in this closeout,Preserved audit source index; independently recalculated only for two supplied PDFs
CLA-20,runs/raw_logs/Claude_Opus_4/20. Strategic Decision Modeling Protocol.pdf,140f97c1fe5bcdeecb443b961d760f556823b2c59f8599d0117a7a94b159194c,runs/raw_logs/Claude_Opus_4/20. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/20.%20Strategic%20Decision%20Modeling%20Protocol.pdf,CLA-20.pdf,False,Preserved filename mapped to connector-read repository tree; other raw PDFs not downloaded in this closeout,Preserved audit source index; independently recalculated only for two supplied PDFs
CLA-21,runs/raw_logs/Claude_Opus_4/21. Strategic Decision Modeling Protocol.pdf,5ee44e1ed46e15915bd9c886afecd1bd24314e9cb01852c1cef874e5cef627f7,runs/raw_logs/Claude_Opus_4/21. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/21.%20Strategic%20Decision%20Modeling%20Protocol.pdf,CLA-21.pdf,False,Preserved filename mapped to connector-read repository tree; other raw PDFs not downloaded in this closeout,Preserved audit source index; independently recalculated only for two supplied PDFs
CLA-22,runs/raw_logs/Claude_Opus_4/22. Strategic Decision Modeling Protocol.pdf,d074b16e3594924462b1c7d66b1276a5e557b97922f485b616c78fb2455293b5,runs/raw_logs/Claude_Opus_4/22. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/22.%20Strategic%20Decision%20Modeling%20Protocol.pdf,CLA-22.pdf,False,Preserved filename mapped to connector-read repository tree; other raw PDFs not downloaded in this closeout,Preserved audit source index; independently recalculated only for two supplied PDFs
CLA-23,runs/raw_logs/Claude_Opus_4/23.Strategic Decision Modeling Protocol.pdf,286ed2b46996ee5f703069d95d599a17d5b40279c8e8653363fd76a7fc8b48bf,runs/raw_logs/Claude_Opus_4/23.Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/23.Strategic%20Decision%20Modeling%20Protocol.pdf,CLA-23.pdf,False,Preserved filename mapped to connector-read repository tree; other raw PDFs not downloaded in this closeout,Preserved audit source index; independently recalculated only for two supplied PDFs
CLA-24,runs/raw_logs/Claude_Opus_4/24. Strategic Decision Modeling Protocol.pdf,822278632565a419957939665a946d23b1996d89c719f726bcdc7e6bf50c8934,runs/raw_logs/Claude_Opus_4/24. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/24.%20Strategic%20Decision%20Modeling%20Protocol.pdf,CLA-24.pdf,False,Preserved filename mapped to connector-read repository tree; other raw PDFs not downloaded in this closeout,Preserved audit source index; independently recalculated only for two supplied PDFs
CLA-25,runs/raw_logs/Claude_Opus_4/25. Strategic Decision Modeling Protocol.pdf,2f6cac443ec1cf8b7d33cca5e1f424a04d3bed2d80d10edca11eb64b73791b06,runs/raw_logs/Claude_Opus_4/25. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/25.%20Strategic%20Decision%20Modeling%20Protocol.pdf,CLA-25.pdf,False,Preserved filename mapped to connector-read repository tree; other raw PDFs not downloaded in this closeout,Preserved audit source index; independently recalculated only for two supplied PDFs
CLA-26,runs/raw_logs/Claude_Opus_4/26. Strategic Decision Modeling Protocol.pdf,7e77386b1508cb0ccb67234a4c65ac36e1ba14a49f024211c4968f9d6dec192e,runs/raw_logs/Claude_Opus_4/26. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/26.%20Strategic%20Decision%20Modeling%20Protocol.pdf,CLA-26.pdf,False,Preserved filename mapped to connector-read repository tree; other raw PDFs not downloaded in this closeout,Preserved audit source index; independently recalculated only for two supplied PDFs
CLA-27,runs/raw_logs/Claude_Opus_4/27. Strategic Decision Modeling Protocol.pdf,74ebc65e71943daab5b1d67c2f483bc0681058e99d10903ee21cd20e8d26f517,runs/raw_logs/Claude_Opus_4/27. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/27.%20Strategic%20Decision%20Modeling%20Protocol.pdf,CLA-27.pdf,False,Preserved filename mapped to connector-read repository tree; other raw PDFs not downloaded in this closeout,Preserved audit source index; independently recalculated only for two supplied PDFs
CLA-28,runs/raw_logs/Claude_Opus_4/28. Strategic Decision Modeling Protocol.pdf,b8f3364ae20410873bc6b6a153c4f6b11b653f6b27b8b1a574020e2e6869a337,runs/raw_logs/Claude_Opus_4/28. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/28.%20Strategic%20Decision%20Modeling%20Protocol.pdf,CLA-28.pdf,False,Preserved filename mapped to connector-read repository tree; other raw PDFs not downloaded in this closeout,Preserved audit source index; independently recalculated only for two supplied PDFs
CLA-29,runs/raw_logs/Claude_Opus_4/29. Strategic Decision Modeling Protocol.pdf,58e8e1c1071435670fd7047ff623809184435745bb9882b7c8b5d9f752051541,runs/raw_logs/Claude_Opus_4/29. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/29.%20Strategic%20Decision%20Modeling%20Protocol.pdf,CLA-29.pdf,False,Preserved filename mapped to connector-read repository tree; other raw PDFs not downloaded in this closeout,Preserved audit source index; independently recalculated only for two supplied PDFs
CLA-30,runs/raw_logs/Claude_Opus_4/30. Strategic Decision Modeling Protocol.pdf,b2d21bce34c5189b872a0904e6ffd2720ff48da70483eee12737cde23898c37a,runs/raw_logs/Claude_Opus_4/30. Strategic Decision Modeling Protocol.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/30.%20Strategic%20Decision%20Modeling%20Protocol.pdf,CLA-30.pdf,False,Preserved filename mapped to connector-read repository tree; other raw PDFs not downloaded in this closeout,Preserved audit source index; independently recalculated only for two supplied PDFs
GEM-01,runs/raw_logs/Gemini_2.5_Flash/1.pdf,60b683fad5d8af65fc9934a49a4bc262b5f63f9c4271a5c57f250c9a4cd86edc,runs/raw_logs/Gemini_2.5_Flash/1.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/1.pdf,GEM-01.pdf,False,Preserved filename mapped to connector-read repository tree; other raw PDFs not downloaded in this closeout,Preserved audit source index; independently recalculated only for two supplied PDFs
GEM-02,runs/raw_logs/Gemini_2.5_Flash/2.pdf,f60a793430a7ec5a8d7948d4d8877506baf6a7c56e7f77de8451d1d02533a744,runs/raw_logs/Gemini_2.5_Flash/2.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/2.pdf,GEM-02.pdf,False,Preserved filename mapped to connector-read repository tree; other raw PDFs not downloaded in this closeout,Preserved audit source index; independently recalculated only for two supplied PDFs
GEM-03,runs/raw_logs/Gemini_2.5_Flash/3.pdf,092f0ead211ce16053d0f731365505ea2e743c6b270d04d511de98c537ce8bbc,runs/raw_logs/Gemini_2.5_Flash/3.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/3.pdf,GEM-03.pdf,False,Preserved filename mapped to connector-read repository tree; other raw PDFs not downloaded in this closeout,Preserved audit source index; independently recalculated only for two supplied PDFs
GEM-04,runs/raw_logs/Gemini_2.5_Flash/4.pdf,b9f04fc684f85dd185114908f8a63c8a1d06480aa75654a33e7708e5a460a0da,runs/raw_logs/Gemini_2.5_Flash/4.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/4.pdf,GEM-04.pdf,False,Preserved filename mapped to connector-read repository tree; other raw PDFs not downloaded in this closeout,Preserved audit source index; independently recalculated only for two supplied PDFs
GEM-05,runs/raw_logs/Gemini_2.5_Flash/5.pdf,8382b0cabe6a0bf0580fcb4f11d3fd8175782776ba78f990a78490a52f2c63f5,runs/raw_logs/Gemini_2.5_Flash/5.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/5.pdf,GEM-05.pdf,False,Preserved filename mapped to connector-read repository tree; other raw PDFs not downloaded in this closeout,Preserved audit source index; independently recalculated only for two supplied PDFs
GEM-06,runs/raw_logs/Gemini_2.5_Flash/6.pdf,18c44b91110590a552fded979dd21edaa1820df5c18a98cd0daecaee41b00136,runs/raw_logs/Gemini_2.5_Flash/6.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/6.pdf,GEM-06.pdf,False,Preserved filename mapped to connector-read repository tree; other raw PDFs not downloaded in this closeout,Preserved audit source index; independently recalculated only for two supplied PDFs
GEM-07,runs/raw_logs/Gemini_2.5_Flash/7.pdf,717dc2371128a4a1db840c6fb1b92f909e4d4df3278c30de36a293cd69e0f746,runs/raw_logs/Gemini_2.5_Flash/7.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/7.pdf,GEM-07.pdf,False,Preserved filename mapped to connector-read repository tree; other raw PDFs not downloaded in this closeout,Preserved audit source index; independently recalculated only for two supplied PDFs
GEM-08,runs/raw_logs/Gemini_2.5_Flash/8.pdf,839ef63d28bc63e5ee12235fdb0c4a113606bfdd28c15ea80d30fbe1df5505c5,runs/raw_logs/Gemini_2.5_Flash/8.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/8.pdf,GEM-08.pdf,False,Preserved filename mapped to connector-read repository tree; other raw PDFs not downloaded in this closeout,Preserved audit source index; independently recalculated only for two supplied PDFs
GEM-09,runs/raw_logs/Gemini_2.5_Flash/9.pdf,efa339c5b9d76c8a994d137771ed819addd5ce7beec7cecc7665ff57853bc665,runs/raw_logs/Gemini_2.5_Flash/9.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/9.pdf,GEM-09.pdf,False,Preserved filename mapped to connector-read repository tree; other raw PDFs not downloaded in this closeout,Preserved audit source index; independently recalculated only for two supplied PDFs
GEM-10,runs/raw_logs/Gemini_2.5_Flash/10.pdf,af69ef34182f9377e7841f1d52bead035465690250852c6534352750132c57a1,runs/raw_logs/Gemini_2.5_Flash/10.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/10.pdf,GEM-10.pdf,False,Preserved filename mapped to connector-read repository tree; other raw PDFs not downloaded in this closeout,Preserved audit source index; independently recalculated only for two supplied PDFs
GEM-11,runs/raw_logs/Gemini_2.5_Flash/11.pdf,1e7cc5584589422807c07a6e553a76bd75c7d2987baf595494cc8ee58b062e5b,runs/raw_logs/Gemini_2.5_Flash/11.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/11.pdf,GEM-11.pdf,False,Preserved filename mapped to connector-read repository tree; other raw PDFs not downloaded in this closeout,Preserved audit source index; independently recalculated only for two supplied PDFs
GEM-12,runs/raw_logs/Gemini_2.5_Flash/12.pdf,c2c2bce3e75636936daee00e9c96947fda09833c4b926293af2461a8bc8706f7,runs/raw_logs/Gemini_2.5_Flash/12.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/12.pdf,GEM-12.pdf,False,Preserved filename mapped to connector-read repository tree; other raw PDFs not downloaded in this closeout,Preserved audit source index; independently recalculated only for two supplied PDFs
GEM-13,runs/raw_logs/Gemini_2.5_Flash/13.pdf,ccf30441bebecfd97a4409496d8fff4aadec2b8480a9db6ba8168c506776b861,runs/raw_logs/Gemini_2.5_Flash/13.pdf,6867755772bfb74dd56c211df8c9a399607b5419,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/13.pdf,GEM-13.pdf,False,Preserved filename mapped to connector-read repository tree; other raw PDFs not downloaded in this closeout,Preserved audit source index; independently recalculated only for two supplied PDFs
