check_id,run_id,source_file,source_sha256,page,page_end,turn,turn_precision,branch,unit,requirement_id,domain,rule_file,rule_path,rule_type,applicability,expected_observation,status,reported_value,recalculated_value,evidence_quote,judgment_basis,method,review_completed,limitation_category,human_review_required,input_version_caveat,does_not_certify,source_page_text
GEM-03-EU-017-MAP,GEM-03,runs/raw_logs/Gemini_2.5_Flash/3.pdf,092f0ead211ce16053d0f731365505ea2e743c6b270d04d511de98c537ce8bbc,13,13,T3,fixed source-reviewed result-block assignment,RESULT LOG] Scenario Combination Name: Diplomatic Standoff Path - Turn 3,explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Strike,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,Strike,,"Selected Actor: United States Selected Action: U-2 Shot Down Over Cuba (Modeled as ""Strike"") Predicted Variable Change: tension [+0.15], diplomatic_support [-0.05], public_opinion [-0.05], leadership_unity [-0.10] Generated Triggers: The ""Internal_Dispute"" from Turn 2 is resolved; all factions now support retaliation. The ""Hostile Soviet or Cuban military action"" trigger is met, forcing the Defense Department's preference for ""offensive operations at once"" to the forefront. Tension exceeds the 0.8 threshold, disabling diplomacy. [RESULT LOG] Scenario Combination Name: Diplomatic Standoff Path - Turn 3 ",즉각 공습 또는 지정 U-2 격추의 물리적 공격 사건에 효과를 연결했다. U-2 사건을 Selected Action 칸에 반복한 것이 별도 대안 생성 의무를 충족하는지는 다른 판정이다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GEM-03-EU-018-MAP,GEM-03,runs/raw_logs/Gemini_2.5_Flash/3.pdf,092f0ead211ce16053d0f731365505ea2e743c6b270d04d511de98c537ce8bbc,13,13,T3,fixed source-reviewed result-block assignment,RESULT LOG] Scenario Combination Name: Diplomatic Standoff Path - Turn 3,explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Strike,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,Strike,,"Selected Actor: Soviet Union Selected Action: U-2 Shot Down Over Cuba (Modeled as ""Strike"") Predicted Variable Change: tension [+0.15], diplomatic_support [-0.05], public_opinion [-0.05], leadership_unity [-0.10] Generated Triggers: The U.S. is expected to retaliate with a massive attack. This activates the ""high_alert_order"" for all Soviet forces in and around Cuba, including preparation of nuclear assets for possible use in the event of an invasion. [",즉각 공습 또는 지정 U-2 격추의 물리적 공격 사건에 효과를 연결했다. U-2 사건을 Selected Action 칸에 반복한 것이 별도 대안 생성 의무를 충족하는지는 다른 판정이다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GEM-03-EU-019-MAP,GEM-03,runs/raw_logs/Gemini_2.5_Flash/3.pdf,092f0ead211ce16053d0f731365505ea2e743c6b270d04d511de98c537ce8bbc,15,15,T4,fixed source-reviewed result-block assignment,RESULT LOG] Scenario Combination Name: Most Plausible Path - Turn 4,explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Defense_Prep,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,Defense_Prep,,"Selected Actor: United States Selected Action: Issued DEFCON 2 (Modeled as ""Defense_Prep"") Predicted Variable Change: tension [+0.05], diplomatic_support [-0.02], public_opinion [-0.02], leadership_unity [-0.05] Generated Triggers: The Soviet de-escalation signal provides President Kennedy with the justification to override the military's ""execute offensive operations"" trigger, narrowly avoiding an immediate invasion in favor of seeing if the crisis can be resolved. [RESULT LOG] Scenario Combination Name: Most Plausible Path - Turn 4 ","실제 봉쇄, 배치 가속 또는 DEFCON2 경계 태세가 방어 준비 사건에 대응한다. 전체 행위자 선택 절차와 모든 상태 갱신의 준수를 뜻하지 않는다.","AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GEM-03-EU-020-MAP,GEM-03,runs/raw_logs/Gemini_2.5_Flash/3.pdf,092f0ead211ce16053d0f731365505ea2e743c6b270d04d511de98c537ce8bbc,15,15,T4,fixed source-reviewed result-block assignment,RESULT LOG] Scenario Combination Name: Most Plausible Path - Turn 4,explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Strong_Leadership;$.event_driven_adjustments.Diplomatic_Success,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,Strong_Leadership;Diplomatic_Success,,"Selected Actor: Soviet Union Selected Action: Issued De-escalation Orders and Surfaced Submarine (Modeled as combined ""Strong_Leadership"" and ""Diplomatic_Success"") Predicted Variable Change: tension [-0.10], diplomatic_support [+0.15], public_opinion [+0.15], leadership_unity [+0.15] Generated Triggers: This successful de-escalation fulfills the ""diplomatic_resolution_offer"" trigger, signaling to the U.S. a genuine desire to negotiate an end to the crisis. The move shores up Khrushchev's internal position, pulling the government back from the brink of a coup. [","실제 긴장 완화 명령·잠수함 부상과 상대의 침공 보류, 또는 내부 지도부의 외교적 해결 지지가 구체적 반응으로 기록돼 지도력·제한적 외교 성과에 대응한다.","AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GEM-03-EU-021-MAP,GEM-03,runs/raw_logs/Gemini_2.5_Flash/3.pdf,092f0ead211ce16053d0f731365505ea2e743c6b270d04d511de98c537ce8bbc,16,16,T4,fixed source-reviewed result-block assignment,RESULT LOG] Scenario Combination Name: Hardline Response Path - Turn 4,explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Defense_Prep,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,Defense_Prep,,"Selected Actor: United States Selected Action: Issued DEFCON 2 (Modeled as ""Defense_Prep"") Predicted Variable Change: tension [+0.05], diplomatic_support [-0.02], public_opinion [-0.02], leadership_unity [-0.05] Generated Triggers: The visible Soviet de-escalation forces a pause in the U.S. invasion plans. The Commander-in-Chief's authority to ""avoid a nuclear war"" is triggered as the highest priority, superseding all other military triggers. [RESULT LOG] Scenario Combination Name: Hardline Response Path - Turn 4 ","실제 봉쇄, 배치 가속 또는 DEFCON2 경계 태세가 방어 준비 사건에 대응한다. 전체 행위자 선택 절차와 모든 상태 갱신의 준수를 뜻하지 않는다.","AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GEM-03-EU-022-MAP,GEM-03,runs/raw_logs/Gemini_2.5_Flash/3.pdf,092f0ead211ce16053d0f731365505ea2e743c6b270d04d511de98c537ce8bbc,16,17,T4,fixed source-reviewed result-block assignment,RESULT LOG] Scenario Combination Name: Hardline Response Path - Turn 4,explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Strong_Leadership;$.event_driven_adjustments.Diplomatic_Success,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,Strong_Leadership;Diplomatic_Success,,"Selected Actor: Soviet Union Selected Action: Issued De-escalation Orders and Surfaced Submarine (Modeled as combined ""Strong_Leadership"" and ""Diplomatic_Success"") Predicted Variable Change: tension [-0.10], diplomatic_support [+0.15], public_opinion [+0.15], leadership_unity [+0.15] Generated Triggers: Having pulled back from the brink, the Presidium is triggered to seek a
""negotiable_settlement"" to save face and ensure the security of Cuba, their primary remaining goal. The immediate threat of tactical nuclear use is rescinded. [","실제 긴장 완화 명령·잠수함 부상과 상대의 침공 보류, 또는 내부 지도부의 외교적 해결 지지가 구체적 반응으로 기록돼 지도력·제한적 외교 성과에 대응한다.","AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GEM-03-EU-023-MAP,GEM-03,runs/raw_logs/Gemini_2.5_Flash/3.pdf,092f0ead211ce16053d0f731365505ea2e743c6b270d04d511de98c537ce8bbc,17,17,T4,fixed source-reviewed result-block assignment,RESULT LOG] Scenario Combination Name: Diplomatic Standoff Path - Turn 4,explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Defense_Prep,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,Defense_Prep,,"Selected Actor: United States Selected Action: Issued DEFCON 2 (Modeled as ""Defense_Prep"") Predicted Variable Change: tension [+0.05], diplomatic_support [-0.02], public_opinion [-0.02], leadership_unity [-0.05] Generated Triggers: Tension has now reached 0.8, triggering the ""Military Conflict Risk Increased"" event. This solidifies the ""Radical Adoption"" of military policy that was already favored due to low leadership unity. [RESULT LOG] Scenario Combination Name: Diplomatic Standoff Path - Turn 4 ","실제 봉쇄, 배치 가속 또는 DEFCON2 경계 태세가 방어 준비 사건에 대응한다. 전체 행위자 선택 절차와 모든 상태 갱신의 준수를 뜻하지 않는다.","AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GEM-03-EU-024-MAP,GEM-03,runs/raw_logs/Gemini_2.5_Flash/3.pdf,092f0ead211ce16053d0f731365505ea2e743c6b270d04d511de98c537ce8bbc,17,18,T4,fixed source-reviewed result-block assignment,RESULT LOG] Scenario Combination Name: Diplomatic Standoff Path - Turn 4,explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Strong_Leadership;$.event_driven_adjustments.Diplomatic_Success,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,Strong_Leadership;Diplomatic_Success,,"Selected Actor: Soviet Union Selected Action: Issued De-escalation Orders and Surfaced Submarine (Modeled as combined
""Strong_Leadership"" and ""Diplomatic_Success"") Predicted Variable Change: tension [-0.10], diplomatic_support [+0.15], public_opinion [+0.15], leadership_unity [+0.15] Generated Triggers: The dramatic de-escalation in the face of U.S. pressure is seen as a sign of ""Strong_Leadership,"" successfully restoring stability. The action triggers the ""imminent_nuclear_war"" de-escalation clause for the Party Presidium, which now fully supports a diplomatic solution. [","실제 긴장 완화 명령·잠수함 부상과 상대의 침공 보류, 또는 내부 지도부의 외교적 해결 지지가 구체적 반응으로 기록돼 지도력·제한적 외교 성과에 대응한다.","AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GEM-04-EU-001-MAP,GEM-04,runs/raw_logs/Gemini_2.5_Flash/4.pdf,b9f04fc684f85dd185114908f8a63c8a1d06480aa75654a33e7708e5a460a0da,5,5,T1,fixed source-reviewed result-block assignment,Scenario Combination Name: Most Plausible Path,explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Defense_Prep,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,Defense_Prep,,"Selected Actor: United States Selected Action: Naval Quarantine (Classified as ""Defense_Prep"" for variable adjustment) Predicted Variable Change: tension [+0.05], diplomatic_support [-0.02], public_opinion [-0.02], leadership_unity [-0.05] Generated Triggers: U.S. announces the quarantine to the public and international community. Soviet leadership must decide whether to challenge the quarantine. Scenario Combination Name: Most Plausible Path ",실제 해상 봉쇄 또는 DEFCON2 대비 태세를 선택했고 준비 사건과 연결한다. 위협을 곧바로 공격 실행으로 바꾸지 않았다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GEM-04-EU-002-MAP,GEM-04,runs/raw_logs/Gemini_2.5_Flash/4.pdf,b9f04fc684f85dd185114908f8a63c8a1d06480aa75654a33e7708e5a460a0da,5,5,T1,fixed source-reviewed result-block assignment,Scenario Combination Name: Most Plausible Path,explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Defense_Prep,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,판정 불가,Defense_Prep,,"Selected Actor: Soviet Union Selected Action: Deny and Accelerate (This action's immediate effect is to trigger a U.S. response; the variable change is calculated based on the U.S. quarantine action, which is a form of ""Defense_Prep"" applied to the shared environment.) Predicted Variable Change: tension [+0.05], diplomatic_support [-0.02], public_opinion [-0.02], leadership_unity [-0.05] Generated Triggers: Soviet forces are put on high alert in response to the U.S. quarantine. The Presidium enters ""urgent leadership deliberation"". [",소련 행동 칸의 변화가 미국 봉쇄 효과를 공유 상태에 적용한 것인지 소련 자체 대비 행동의 효과인지 구별되지 않는다. 소련 고도 경계 행동은 대응하지만 양국 효과의 집계 단위는 원규칙과 기록이 불명확하다.,"AI direct source interpretation, frozen annotation",True,rule_ambiguous,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GEM-04-EU-003-MAP,GEM-04,runs/raw_logs/Gemini_2.5_Flash/4.pdf,b9f04fc684f85dd185114908f8a63c8a1d06480aa75654a33e7708e5a460a0da,6,6,T1,fixed source-reviewed result-block assignment,Scenario Combination Name: Military Escalation Path,explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Strike,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,Strike,,"Selected Actor: United States Selected Action: Immediate Air Strikes (Classified as ""Strike"") Predicted Variable Change: tension [+0.15], diplomatic_support [-0.05], public_opinion [-0.05], leadership_unity [-0.10] Generated Triggers: Soviet forces in Cuba are attacked, triggering an immediate military response. Global military forces go on high alert. Scenario Combination Name: Military Escalation Path ",선정된 공습·보복·침공·핵공격과 예측 실행의 공격 사건이 대응한다. 10번은 권한 승인이라는 제목뿐 아니라 p11의 첫 핵사용 예측과 결합하여 실제 해당 시나리오 실행을 확인했다. 실제 역사에서 발생했는지를 요구하지 않는다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GEM-04-EU-004-MAP,GEM-04,runs/raw_logs/Gemini_2.5_Flash/4.pdf,b9f04fc684f85dd185114908f8a63c8a1d06480aa75654a33e7708e5a460a0da,6,6,T1,fixed source-reviewed result-block assignment,Scenario Combination Name: Military Escalation Path,explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Strike,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,Strike,,"Selected Actor: Soviet Union Selected Action: Retaliate (Classified as ""Strike"") Predicted Variable Change: tension [+0.15], diplomatic_support [-0.05], public_opinion [-0.05], leadership_unity [-0.10] Generated Triggers: Retaliatory strikes are authorized against U.S. forces. Per the Soviet military's trigger, this may include ""possible tactical nuclear use on invading forces"". [",선정된 공습·보복·침공·핵공격과 예측 실행의 공격 사건이 대응한다. 10번은 권한 승인이라는 제목뿐 아니라 p11의 첫 핵사용 예측과 결합하여 실제 해당 시나리오 실행을 확인했다. 실제 역사에서 발생했는지를 요구하지 않는다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GEM-04-EU-005-MAP,GEM-04,runs/raw_logs/Gemini_2.5_Flash/4.pdf,b9f04fc684f85dd185114908f8a63c8a1d06480aa75654a33e7708e5a460a0da,6,7,T1,fixed source-reviewed result-block assignment,Scenario Combination Name: Early Diplomatic Track,explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Diplomatic_Success,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,판정 불가,Diplomatic_Success,,"Selected Actor: United States Selected Action: Diplomatic Pressure via International Organizations (Classified as ""Diplomatic_Success"") Predicted Variable Change: tension [-0.05], diplomatic_support [+0.10], public_opinion [+0.05],
leadership_unity [+0.05] Generated Triggers: U.S. formally presents evidence to the UN and OAS. The Soviet Union is forced to respond on the world stage. Scenario Combination Name: Early Diplomatic Track ",UN/OAS 압박과 증거 제시는 보이지만 상대를 협상으로 전환시키는 것은 아직 기대다. 원VDM의 성공 경계와 제한적 국제 지지 성과가 이 단위에서 명료하지 않다.,"AI direct source interpretation, frozen annotation",True,rule_ambiguous,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GEM-04-EU-006-MAP,GEM-04,runs/raw_logs/Gemini_2.5_Flash/4.pdf,b9f04fc684f85dd185114908f8a63c8a1d06480aa75654a33e7708e5a460a0da,7,7,T1,fixed source-reviewed result-block assignment,Scenario Combination Name: Early Diplomatic Track,explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Diplomatic_Success,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,Diplomatic_Success,,"Selected Actor: Soviet Union Selected Action: Propose a Deal via Backchannels (Classified as ""Diplomatic_Success"") Predicted Variable Change: tension [-0.05], diplomatic_support [+0.10], public_opinion [+0.05], leadership_unity [+0.05] Generated Triggers: The U.S. President and his advisors must deliberate on the secret Soviet offer while public diplomatic maneuvers are underway. [",비밀 채널을 실제 개통하여 양자 조건을 전달하는 제한적 외교 진전이 예측 로그에 있다. 최종 수락이 없다는 이유만으로 이를 위반이라 하지 않는다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GEM-04-EU-007-MAP,GEM-04,runs/raw_logs/Gemini_2.5_Flash/4.pdf,b9f04fc684f85dd185114908f8a63c8a1d06480aa75654a33e7708e5a460a0da,9,9,T2,fixed source-reviewed result-block assignment,Scenario Combination Name: Most Plausible Path (Turn 2),explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Alliance_Strengthening,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,Alliance_Strengthening,,"Selected Actor: United States Selected Action: Tighten the Blockade and Rally Allies (Alliance_Strengthening) Predicted Variable Change: tension [-0.05], diplomatic_support [+0.10], public_opinion [+0.05], leadership_unity [+0.05] ",p9의 동맹 결집 선택과 p15의 승계 맥락에서 실제 동맹 지지를 구축 중이라고 기록한다. 단순 잠재효과 주장과 달리 해당 경로에서 결집이 진행되는 범위의 대응이다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GEM-04-EU-008-MAP,GEM-04,runs/raw_logs/Gemini_2.5_Flash/4.pdf,b9f04fc684f85dd185114908f8a63c8a1d06480aa75654a33e7708e5a460a0da,9,10,T2,fixed source-reviewed result-block assignment,"Scenario Combination Name: Most Plausible Path (Turn 2) Selected Actor: United States Selected Action: Tighten the Blockade and Rally Allies (Alliance_Strengthening) Predicted Variable Change: tension [-0.05], diplomatic_support [+0.10], public_opinion [+0.05], leadership_unity [+0.05]",explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Diplomatic_Success,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,Diplomatic_Success,,"Selected Actor: Soviet Union
Selected Action: Formalize a Diplomatic Offer via Backchannels (Diplomatic_Success) Predicted Variable Change: tension [-0.05], diplomatic_support [+0.10], public_opinion [+0.05], leadership_unity [+0.05] [",비밀 채널을 실제 개통하여 양자 조건을 전달하는 제한적 외교 진전이 예측 로그에 있다. 최종 수락이 없다는 이유만으로 이를 위반이라 하지 않는다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GEM-04-EU-009-MAP,GEM-04,runs/raw_logs/Gemini_2.5_Flash/4.pdf,b9f04fc684f85dd185114908f8a63c8a1d06480aa75654a33e7708e5a460a0da,11,11,T2,fixed source-reviewed result-block assignment,Scenario Combination Name: Military Escalation Path (Turn 2),explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Strike,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,Strike,,"Selected Actor: United States Selected Action: Launch a Full-Scale Invasion of Cuba (Strike) Predicted Variable Change: tension [+0.15], diplomatic_support [-0.05], public_opinion [-0.05], leadership_unity [-0.10] ",선정된 공습·보복·침공·핵공격과 예측 실행의 공격 사건이 대응한다. 10번은 권한 승인이라는 제목뿐 아니라 p11의 첫 핵사용 예측과 결합하여 실제 해당 시나리오 실행을 확인했다. 실제 역사에서 발생했는지를 요구하지 않는다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GEM-04-EU-010-MAP,GEM-04,runs/raw_logs/Gemini_2.5_Flash/4.pdf,b9f04fc684f85dd185114908f8a63c8a1d06480aa75654a33e7708e5a460a0da,11,11,T2,fixed source-reviewed result-block assignment,"Scenario Combination Name: Military Escalation Path (Turn 2) Selected Actor: United States Selected Action: Launch a Full-Scale Invasion of Cuba (Strike) Predicted Variable Change: tension [+0.15], diplomatic_support [-0.05], public_opinion [-0.05], leadership_unity [-0.10]",explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Strike,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,Strike,,"Selected Actor: Soviet Union Selected Action: Authorize Use of Tactical Nuclear Weapons (Strike) Predicted Variable Change: tension [+0.15], diplomatic_support [-0.05], public_opinion [-0.05], leadership_unity [-0.10] [",선정된 공습·보복·침공·핵공격과 예측 실행의 공격 사건이 대응한다. 10번은 권한 승인이라는 제목뿐 아니라 p11의 첫 핵사용 예측과 결합하여 실제 해당 시나리오 실행을 확인했다. 실제 역사에서 발생했는지를 요구하지 않는다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GEM-04-EU-011-MAP,GEM-04,runs/raw_logs/Gemini_2.5_Flash/4.pdf,b9f04fc684f85dd185114908f8a63c8a1d06480aa75654a33e7708e5a460a0da,13,13,T2,fixed source-reviewed result-block assignment,Scenario Combination Name: Early Diplomatic Track (Turn 2),explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Diplomatic_Success,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,Diplomatic_Success,,"Selected Actor: United States Selected Action: Accept the Soviet Offer (Diplomatic_Success) Predicted Variable Change: tension [-0.05], diplomatic_support [+0.10], public_opinion [+0.05], leadership_unity [+0.05] ",제안 수락·해체 개시·공개 완전 이행 약속·즉각 항복이라는 구체적 외교 성과를 예측했다. 강압에 의한 결과도 원VDM이 금지하지 않는다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
GEM-04-EU-012-MAP,GEM-04,runs/raw_logs/Gemini_2.5_Flash/4.pdf,b9f04fc684f85dd185114908f8a63c8a1d06480aa75654a33e7708e5a460a0da,13,14,T2,fixed source-reviewed result-block assignment,"Scenario Combination Name: Early Diplomatic Track (Turn 2) Selected Actor: United States Selected Action: Accept the Soviet Offer (Diplomatic_Success) Predicted Variable Change: tension [-0.05], diplomatic_support [+0.10], public_opinion [+0.05], leadership_unity [+0.05]",explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Diplomatic_Success,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,Diplomatic_Success,,"Selected Actor: Soviet Union Selected Action: Begin Dismantling Missiles (Diplomatic_Success)
Predicted Variable Change: tension [-0.05], diplomatic_support [+0.10], public_opinion [+0.05], leadership_unity [+0.05] [",제안 수락·해체 개시·공개 완전 이행 약속·즉각 항복이라는 구체적 외교 성과를 예측했다. 강압에 의한 결과도 원VDM이 금지하지 않는다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
