check_id,run_id,edge_id,source_file,source_sha256,previous_page,page,previous_turn,turn,branch,actor,variable,requirement_id,rule_source_file,rule_locator,rule_quote,previous_value,reported_value,recomputed_value,difference,status,reason,evidence,parent_mapping_basis,comparison_mode,unit,review_completed,evidence_limitation_category,human_review_required,assessment_class,input_binding_status,legacy_candidate_ids
CLA-14-INH-E010-U1-Leadership_Unity,CLA-14,CLA-14-INH-E010,runs/raw_logs/Claude_Opus_4/14. Strategic Decision Modeling Framework.pdf,d06a065a49e343d1ea363d8bc282a138fa18b24a87cf1ceb7802b9c8f3b6cd48,15:19-24,19:30-36,2,3,Diplomacy-Negotiation,Soviet Union,Leadership_Unity,P-T3-INHERIT,protocols/prompt_templates/Prompt.pdf,p.3,Ensure that the branching maintains the flow of the ongoing scenario while exploring new directions.,0.80,0.80,0.80,0.00,준수,원문에서 같은 부모·턴·행위자 범위를 확인한 뒤 직전 종료값과 다음 명시 시작값/기준 피연산자를 Decimal로 비교. 그대로 승계됨.,"직전 종료 상태:
[p15 L19] • tension: 0.30 (both sides reduced)
[p15 L20] • diplomatic_support: 0.88 (average of US 0.85 + Soviet 0.90)
[p15 L21] • military_posture: Diplomatic Priority (negotiation focus with limited
[p15 L22] enforcement)
[p15 L23] • public_opinion: 0.73 (average of US 0.75 + Soviet 0.70)
[p15 L24] • leadership_unity: 0.83 (average of US 0.85 + Soviet 0.80)
다음 시작/수식 기준:
[p19 L30] Soviet Union:
[p19 L31] 1. Major Diplomatic Concession - Khrushchev's ""shift to negotiation"" + very
[p19 L32] high diplomatic_support (0.90)
[p19 L33] 2. Conditional Apology with Face-Saving - Presidium balance between
[p19 L34] accountability and prestige + high leadership_unity (0.80)
[p19 L35] 3. Defensive Justification - Armed Forces influence + protect negotiating
[p19 L36] position from weakness appearance","경로명 변화 Quarantine+Denial→Quarantine+Compliance→Full Blockade+Apology, Diplomacy→Accountability+Major Concession, Military Escalation→Military Strike+Defense Prep를 앞선 Selected Actions로 연결했다. 국가별 평균 성분과 해당 국가 행동 근거의 괄호 수치를 원문 대조. 공동 평균을 국가 시작값으로 대신 사용하지 않는다. 수치 종료표는 공동 평균과 US/Soviet 개별 성분을 함께 제시한다. 다음 턴 행동 근거에 실제 재진술된 국가별 값만 비교한다. 다음 행동 근거에 없는 나머지 시작 변수는 로그가 완전하더라도 수치 정보가 명시되지 않아 역산하지 않는다.",state,명시 상태승계 관찰×변수,True,,True,AI 원문 부모 대응 + 독립 Python Decimal 수치 비교(인간 미확인),보존 입력 기준 조건부 대조; 당시 첨부 바이트 미확정은 본 수치 비교를 일괄 U로 만드는 원인이 아님,
CLA-14-INH-E011-U1-Tension,CLA-14,CLA-14-INH-E011,runs/raw_logs/Claude_Opus_4/14. Strategic Decision Modeling Framework.pdf,d06a065a49e343d1ea363d8bc282a138fa18b24a87cf1ceb7802b9c8f3b6cd48,16:17-21,20:23-29,2,3,Military Escalation,United States,Tension,P-T3-INHERIT,protocols/prompt_templates/Prompt.pdf,p.3,Ensure that the branching maintains the flow of the ongoing scenario while exploring new directions.,0.60,0.60,0.60,0.00,준수,원문에서 같은 부모·턴·행위자 범위를 확인한 뒤 직전 종료값과 다음 명시 시작값/기준 피연산자를 Decimal로 비교. 그대로 승계됨.,"직전 종료 상태:
[p16 L17] • tension: 0.53 (average of US 0.60 + Soviet 0.45)
[p16 L18] • diplomatic_support: 0.67 (average of US 0.63 + Soviet 0.71)
[p16 L19] • military_posture: Combat Escalation (active military confrontation)
[p16 L20] • public_opinion: 0.60 (average of US 0.53 + Soviet 0.66)
[p16 L21] • leadership_unity: 0.63 (average of US 0.55 + Soviet 0.70)
다음 시작/수식 기준:
[p20 L23] United States:
[p20 L24] 1. Full Military Strike on Cuba - Defense Dept ""hostile action = threshold for
[p20 L25] war"" + high tension (0.60) + pilot death
[p20 L26] 2. Targeted Retaliation Strike - Kennedy's escalation control + reduced
[p20 L27] leadership_unity (0.55) limits scope
[p20 L28] 3. Ultimatum Before Full War - State Dept final diplomatic attempt + need to
[p20 L29] justify war to allies","경로명 변화 Quarantine+Denial→Quarantine+Compliance→Full Blockade+Apology, Diplomacy→Accountability+Major Concession, Military Escalation→Military Strike+Defense Prep를 앞선 Selected Actions로 연결했다. 국가별 평균 성분과 해당 국가 행동 근거의 괄호 수치를 원문 대조. 공동 평균을 국가 시작값으로 대신 사용하지 않는다. 수치 종료표는 공동 평균과 US/Soviet 개별 성분을 함께 제시한다. 다음 턴 행동 근거에 실제 재진술된 국가별 값만 비교한다. 다음 행동 근거에 없는 나머지 시작 변수는 로그가 완전하더라도 수치 정보가 명시되지 않아 역산하지 않는다.",state,명시 상태승계 관찰×변수,True,,True,AI 원문 부모 대응 + 독립 Python Decimal 수치 비교(인간 미확인),보존 입력 기준 조건부 대조; 당시 첨부 바이트 미확정은 본 수치 비교를 일괄 U로 만드는 원인이 아님,
CLA-14-INH-E011-U1-Diplomatic_Support,CLA-14,CLA-14-INH-E011,runs/raw_logs/Claude_Opus_4/14. Strategic Decision Modeling Framework.pdf,d06a065a49e343d1ea363d8bc282a138fa18b24a87cf1ceb7802b9c8f3b6cd48,16:17-21,20:23-29,2,3,Military Escalation,United States,Diplomatic_Support,P-T3-INHERIT,protocols/prompt_templates/Prompt.pdf,p.3,Ensure that the branching maintains the flow of the ongoing scenario while exploring new directions.,0.63,,0.63,,판정 불가,수치 종료표는 공동 평균과 US/Soviet 개별 성분을 함께 제시한다. 다음 턴 행동 근거에 실제 재진술된 국가별 값만 비교한다. 다음 행동 근거에 없는 나머지 시작 변수는 로그가 완전하더라도 수치 정보가 명시되지 않아 역산하지 않는다.,"직전 종료 상태:
[p16 L17] • tension: 0.53 (average of US 0.60 + Soviet 0.45)
[p16 L18] • diplomatic_support: 0.67 (average of US 0.63 + Soviet 0.71)
[p16 L19] • military_posture: Combat Escalation (active military confrontation)
[p16 L20] • public_opinion: 0.60 (average of US 0.53 + Soviet 0.66)
[p16 L21] • leadership_unity: 0.63 (average of US 0.55 + Soviet 0.70)
다음 시작/수식 기준:
[p20 L23] United States:
[p20 L24] 1. Full Military Strike on Cuba - Defense Dept ""hostile action = threshold for
[p20 L25] war"" + high tension (0.60) + pilot death
[p20 L26] 2. Targeted Retaliation Strike - Kennedy's escalation control + reduced
[p20 L27] leadership_unity (0.55) limits scope
[p20 L28] 3. Ultimatum Before Full War - State Dept final diplomatic attempt + need to
[p20 L29] justify war to allies","경로명 변화 Quarantine+Denial→Quarantine+Compliance→Full Blockade+Apology, Diplomacy→Accountability+Major Concession, Military Escalation→Military Strike+Defense Prep를 앞선 Selected Actions로 연결했다. 국가별 평균 성분과 해당 국가 행동 근거의 괄호 수치를 원문 대조. 공동 평균을 국가 시작값으로 대신 사용하지 않는다. 수치 종료표는 공동 평균과 US/Soviet 개별 성분을 함께 제시한다. 다음 턴 행동 근거에 실제 재진술된 국가별 값만 비교한다. 다음 행동 근거에 없는 나머지 시작 변수는 로그가 완전하더라도 수치 정보가 명시되지 않아 역산하지 않는다.",state,명시 상태승계 관찰×변수,True,record_missing_or_incomplete,True,AI 원문 부모 대응 + 독립 Python Decimal 수치 비교(인간 미확인),보존 입력 기준 조건부 대조; 당시 첨부 바이트 미확정은 본 수치 비교를 일괄 U로 만드는 원인이 아님,
CLA-14-INH-E011-U1-Public_Opinion,CLA-14,CLA-14-INH-E011,runs/raw_logs/Claude_Opus_4/14. Strategic Decision Modeling Framework.pdf,d06a065a49e343d1ea363d8bc282a138fa18b24a87cf1ceb7802b9c8f3b6cd48,16:17-21,20:23-29,2,3,Military Escalation,United States,Public_Opinion,P-T3-INHERIT,protocols/prompt_templates/Prompt.pdf,p.3,Ensure that the branching maintains the flow of the ongoing scenario while exploring new directions.,0.53,,0.53,,판정 불가,수치 종료표는 공동 평균과 US/Soviet 개별 성분을 함께 제시한다. 다음 턴 행동 근거에 실제 재진술된 국가별 값만 비교한다. 다음 행동 근거에 없는 나머지 시작 변수는 로그가 완전하더라도 수치 정보가 명시되지 않아 역산하지 않는다.,"직전 종료 상태:
[p16 L17] • tension: 0.53 (average of US 0.60 + Soviet 0.45)
[p16 L18] • diplomatic_support: 0.67 (average of US 0.63 + Soviet 0.71)
[p16 L19] • military_posture: Combat Escalation (active military confrontation)
[p16 L20] • public_opinion: 0.60 (average of US 0.53 + Soviet 0.66)
[p16 L21] • leadership_unity: 0.63 (average of US 0.55 + Soviet 0.70)
다음 시작/수식 기준:
[p20 L23] United States:
[p20 L24] 1. Full Military Strike on Cuba - Defense Dept ""hostile action = threshold for
[p20 L25] war"" + high tension (0.60) + pilot death
[p20 L26] 2. Targeted Retaliation Strike - Kennedy's escalation control + reduced
[p20 L27] leadership_unity (0.55) limits scope
[p20 L28] 3. Ultimatum Before Full War - State Dept final diplomatic attempt + need to
[p20 L29] justify war to allies","경로명 변화 Quarantine+Denial→Quarantine+Compliance→Full Blockade+Apology, Diplomacy→Accountability+Major Concession, Military Escalation→Military Strike+Defense Prep를 앞선 Selected Actions로 연결했다. 국가별 평균 성분과 해당 국가 행동 근거의 괄호 수치를 원문 대조. 공동 평균을 국가 시작값으로 대신 사용하지 않는다. 수치 종료표는 공동 평균과 US/Soviet 개별 성분을 함께 제시한다. 다음 턴 행동 근거에 실제 재진술된 국가별 값만 비교한다. 다음 행동 근거에 없는 나머지 시작 변수는 로그가 완전하더라도 수치 정보가 명시되지 않아 역산하지 않는다.",state,명시 상태승계 관찰×변수,True,record_missing_or_incomplete,True,AI 원문 부모 대응 + 독립 Python Decimal 수치 비교(인간 미확인),보존 입력 기준 조건부 대조; 당시 첨부 바이트 미확정은 본 수치 비교를 일괄 U로 만드는 원인이 아님,
CLA-14-INH-E011-U1-Leadership_Unity,CLA-14,CLA-14-INH-E011,runs/raw_logs/Claude_Opus_4/14. Strategic Decision Modeling Framework.pdf,d06a065a49e343d1ea363d8bc282a138fa18b24a87cf1ceb7802b9c8f3b6cd48,16:17-21,20:23-29,2,3,Military Escalation,United States,Leadership_Unity,P-T3-INHERIT,protocols/prompt_templates/Prompt.pdf,p.3,Ensure that the branching maintains the flow of the ongoing scenario while exploring new directions.,0.55,0.55,0.55,0.00,준수,원문에서 같은 부모·턴·행위자 범위를 확인한 뒤 직전 종료값과 다음 명시 시작값/기준 피연산자를 Decimal로 비교. 그대로 승계됨.,"직전 종료 상태:
[p16 L17] • tension: 0.53 (average of US 0.60 + Soviet 0.45)
[p16 L18] • diplomatic_support: 0.67 (average of US 0.63 + Soviet 0.71)
[p16 L19] • military_posture: Combat Escalation (active military confrontation)
[p16 L20] • public_opinion: 0.60 (average of US 0.53 + Soviet 0.66)
[p16 L21] • leadership_unity: 0.63 (average of US 0.55 + Soviet 0.70)
다음 시작/수식 기준:
[p20 L23] United States:
[p20 L24] 1. Full Military Strike on Cuba - Defense Dept ""hostile action = threshold for
[p20 L25] war"" + high tension (0.60) + pilot death
[p20 L26] 2. Targeted Retaliation Strike - Kennedy's escalation control + reduced
[p20 L27] leadership_unity (0.55) limits scope
[p20 L28] 3. Ultimatum Before Full War - State Dept final diplomatic attempt + need to
[p20 L29] justify war to allies","경로명 변화 Quarantine+Denial→Quarantine+Compliance→Full Blockade+Apology, Diplomacy→Accountability+Major Concession, Military Escalation→Military Strike+Defense Prep를 앞선 Selected Actions로 연결했다. 국가별 평균 성분과 해당 국가 행동 근거의 괄호 수치를 원문 대조. 공동 평균을 국가 시작값으로 대신 사용하지 않는다. 수치 종료표는 공동 평균과 US/Soviet 개별 성분을 함께 제시한다. 다음 턴 행동 근거에 실제 재진술된 국가별 값만 비교한다. 다음 행동 근거에 없는 나머지 시작 변수는 로그가 완전하더라도 수치 정보가 명시되지 않아 역산하지 않는다.",state,명시 상태승계 관찰×변수,True,,True,AI 원문 부모 대응 + 독립 Python Decimal 수치 비교(인간 미확인),보존 입력 기준 조건부 대조; 당시 첨부 바이트 미확정은 본 수치 비교를 일괄 U로 만드는 원인이 아님,
CLA-14-INH-E012-U1-Tension,CLA-14,CLA-14-INH-E012,runs/raw_logs/Claude_Opus_4/14. Strategic Decision Modeling Framework.pdf,d06a065a49e343d1ea363d8bc282a138fa18b24a87cf1ceb7802b9c8f3b6cd48,16:17-21,20:30-36,2,3,Military Escalation,Soviet Union,Tension,P-T3-INHERIT,protocols/prompt_templates/Prompt.pdf,p.3,Ensure that the branching maintains the flow of the ongoing scenario while exploring new directions.,0.45,,0.45,,판정 불가,수치 종료표는 공동 평균과 US/Soviet 개별 성분을 함께 제시한다. 다음 턴 행동 근거에 실제 재진술된 국가별 값만 비교한다. 다음 행동 근거에 없는 나머지 시작 변수는 로그가 완전하더라도 수치 정보가 명시되지 않아 역산하지 않는다.,"직전 종료 상태:
[p16 L17] • tension: 0.53 (average of US 0.60 + Soviet 0.45)
[p16 L18] • diplomatic_support: 0.67 (average of US 0.63 + Soviet 0.71)
[p16 L19] • military_posture: Combat Escalation (active military confrontation)
[p16 L20] • public_opinion: 0.60 (average of US 0.53 + Soviet 0.66)
[p16 L21] • leadership_unity: 0.63 (average of US 0.55 + Soviet 0.70)
다음 시작/수식 기준:
[p20 L30] Soviet Union:
[p20 L31] 1. Prepare for US Invasion - Armed Forces dominance + Khrushchev's ""US
[p20 L32] invasion = military response including tactical nuclear""
[p20 L33] 2. Emergency De-escalation Offer - Khrushchev's ""avoid nuclear war"" goal +
[p20 L34] crisis severity recognition
[p20 L35] 3. Military Counter-Escalation - Armed Forces ""retaliate per war plans"" +
[p20 L36] high leadership_unity (0.70)","경로명 변화 Quarantine+Denial→Quarantine+Compliance→Full Blockade+Apology, Diplomacy→Accountability+Major Concession, Military Escalation→Military Strike+Defense Prep를 앞선 Selected Actions로 연결했다. 국가별 평균 성분과 해당 국가 행동 근거의 괄호 수치를 원문 대조. 공동 평균을 국가 시작값으로 대신 사용하지 않는다. 수치 종료표는 공동 평균과 US/Soviet 개별 성분을 함께 제시한다. 다음 턴 행동 근거에 실제 재진술된 국가별 값만 비교한다. 다음 행동 근거에 없는 나머지 시작 변수는 로그가 완전하더라도 수치 정보가 명시되지 않아 역산하지 않는다.",state,명시 상태승계 관찰×변수,True,record_missing_or_incomplete,True,AI 원문 부모 대응 + 독립 Python Decimal 수치 비교(인간 미확인),보존 입력 기준 조건부 대조; 당시 첨부 바이트 미확정은 본 수치 비교를 일괄 U로 만드는 원인이 아님,
CLA-14-INH-E012-U1-Diplomatic_Support,CLA-14,CLA-14-INH-E012,runs/raw_logs/Claude_Opus_4/14. Strategic Decision Modeling Framework.pdf,d06a065a49e343d1ea363d8bc282a138fa18b24a87cf1ceb7802b9c8f3b6cd48,16:17-21,20:30-36,2,3,Military Escalation,Soviet Union,Diplomatic_Support,P-T3-INHERIT,protocols/prompt_templates/Prompt.pdf,p.3,Ensure that the branching maintains the flow of the ongoing scenario while exploring new directions.,0.71,,0.71,,판정 불가,수치 종료표는 공동 평균과 US/Soviet 개별 성분을 함께 제시한다. 다음 턴 행동 근거에 실제 재진술된 국가별 값만 비교한다. 다음 행동 근거에 없는 나머지 시작 변수는 로그가 완전하더라도 수치 정보가 명시되지 않아 역산하지 않는다.,"직전 종료 상태:
[p16 L17] • tension: 0.53 (average of US 0.60 + Soviet 0.45)
[p16 L18] • diplomatic_support: 0.67 (average of US 0.63 + Soviet 0.71)
[p16 L19] • military_posture: Combat Escalation (active military confrontation)
[p16 L20] • public_opinion: 0.60 (average of US 0.53 + Soviet 0.66)
[p16 L21] • leadership_unity: 0.63 (average of US 0.55 + Soviet 0.70)
다음 시작/수식 기준:
[p20 L30] Soviet Union:
[p20 L31] 1. Prepare for US Invasion - Armed Forces dominance + Khrushchev's ""US
[p20 L32] invasion = military response including tactical nuclear""
[p20 L33] 2. Emergency De-escalation Offer - Khrushchev's ""avoid nuclear war"" goal +
[p20 L34] crisis severity recognition
[p20 L35] 3. Military Counter-Escalation - Armed Forces ""retaliate per war plans"" +
[p20 L36] high leadership_unity (0.70)","경로명 변화 Quarantine+Denial→Quarantine+Compliance→Full Blockade+Apology, Diplomacy→Accountability+Major Concession, Military Escalation→Military Strike+Defense Prep를 앞선 Selected Actions로 연결했다. 국가별 평균 성분과 해당 국가 행동 근거의 괄호 수치를 원문 대조. 공동 평균을 국가 시작값으로 대신 사용하지 않는다. 수치 종료표는 공동 평균과 US/Soviet 개별 성분을 함께 제시한다. 다음 턴 행동 근거에 실제 재진술된 국가별 값만 비교한다. 다음 행동 근거에 없는 나머지 시작 변수는 로그가 완전하더라도 수치 정보가 명시되지 않아 역산하지 않는다.",state,명시 상태승계 관찰×변수,True,record_missing_or_incomplete,True,AI 원문 부모 대응 + 독립 Python Decimal 수치 비교(인간 미확인),보존 입력 기준 조건부 대조; 당시 첨부 바이트 미확정은 본 수치 비교를 일괄 U로 만드는 원인이 아님,
CLA-14-INH-E012-U1-Public_Opinion,CLA-14,CLA-14-INH-E012,runs/raw_logs/Claude_Opus_4/14. Strategic Decision Modeling Framework.pdf,d06a065a49e343d1ea363d8bc282a138fa18b24a87cf1ceb7802b9c8f3b6cd48,16:17-21,20:30-36,2,3,Military Escalation,Soviet Union,Public_Opinion,P-T3-INHERIT,protocols/prompt_templates/Prompt.pdf,p.3,Ensure that the branching maintains the flow of the ongoing scenario while exploring new directions.,0.66,,0.66,,판정 불가,수치 종료표는 공동 평균과 US/Soviet 개별 성분을 함께 제시한다. 다음 턴 행동 근거에 실제 재진술된 국가별 값만 비교한다. 다음 행동 근거에 없는 나머지 시작 변수는 로그가 완전하더라도 수치 정보가 명시되지 않아 역산하지 않는다.,"직전 종료 상태:
[p16 L17] • tension: 0.53 (average of US 0.60 + Soviet 0.45)
[p16 L18] • diplomatic_support: 0.67 (average of US 0.63 + Soviet 0.71)
[p16 L19] • military_posture: Combat Escalation (active military confrontation)
[p16 L20] • public_opinion: 0.60 (average of US 0.53 + Soviet 0.66)
[p16 L21] • leadership_unity: 0.63 (average of US 0.55 + Soviet 0.70)
다음 시작/수식 기준:
[p20 L30] Soviet Union:
[p20 L31] 1. Prepare for US Invasion - Armed Forces dominance + Khrushchev's ""US
[p20 L32] invasion = military response including tactical nuclear""
[p20 L33] 2. Emergency De-escalation Offer - Khrushchev's ""avoid nuclear war"" goal +
[p20 L34] crisis severity recognition
[p20 L35] 3. Military Counter-Escalation - Armed Forces ""retaliate per war plans"" +
[p20 L36] high leadership_unity (0.70)","경로명 변화 Quarantine+Denial→Quarantine+Compliance→Full Blockade+Apology, Diplomacy→Accountability+Major Concession, Military Escalation→Military Strike+Defense Prep를 앞선 Selected Actions로 연결했다. 국가별 평균 성분과 해당 국가 행동 근거의 괄호 수치를 원문 대조. 공동 평균을 국가 시작값으로 대신 사용하지 않는다. 수치 종료표는 공동 평균과 US/Soviet 개별 성분을 함께 제시한다. 다음 턴 행동 근거에 실제 재진술된 국가별 값만 비교한다. 다음 행동 근거에 없는 나머지 시작 변수는 로그가 완전하더라도 수치 정보가 명시되지 않아 역산하지 않는다.",state,명시 상태승계 관찰×변수,True,record_missing_or_incomplete,True,AI 원문 부모 대응 + 독립 Python Decimal 수치 비교(인간 미확인),보존 입력 기준 조건부 대조; 당시 첨부 바이트 미확정은 본 수치 비교를 일괄 U로 만드는 원인이 아님,
CLA-14-INH-E012-U1-Leadership_Unity,CLA-14,CLA-14-INH-E012,runs/raw_logs/Claude_Opus_4/14. Strategic Decision Modeling Framework.pdf,d06a065a49e343d1ea363d8bc282a138fa18b24a87cf1ceb7802b9c8f3b6cd48,16:17-21,20:30-36,2,3,Military Escalation,Soviet Union,Leadership_Unity,P-T3-INHERIT,protocols/prompt_templates/Prompt.pdf,p.3,Ensure that the branching maintains the flow of the ongoing scenario while exploring new directions.,0.70,0.70,0.70,0.00,준수,원문에서 같은 부모·턴·행위자 범위를 확인한 뒤 직전 종료값과 다음 명시 시작값/기준 피연산자를 Decimal로 비교. 그대로 승계됨.,"직전 종료 상태:
[p16 L17] • tension: 0.53 (average of US 0.60 + Soviet 0.45)
[p16 L18] • diplomatic_support: 0.67 (average of US 0.63 + Soviet 0.71)
[p16 L19] • military_posture: Combat Escalation (active military confrontation)
[p16 L20] • public_opinion: 0.60 (average of US 0.53 + Soviet 0.66)
[p16 L21] • leadership_unity: 0.63 (average of US 0.55 + Soviet 0.70)
다음 시작/수식 기준:
[p20 L30] Soviet Union:
[p20 L31] 1. Prepare for US Invasion - Armed Forces dominance + Khrushchev's ""US
[p20 L32] invasion = military response including tactical nuclear""
[p20 L33] 2. Emergency De-escalation Offer - Khrushchev's ""avoid nuclear war"" goal +
[p20 L34] crisis severity recognition
[p20 L35] 3. Military Counter-Escalation - Armed Forces ""retaliate per war plans"" +
[p20 L36] high leadership_unity (0.70)","경로명 변화 Quarantine+Denial→Quarantine+Compliance→Full Blockade+Apology, Diplomacy→Accountability+Major Concession, Military Escalation→Military Strike+Defense Prep를 앞선 Selected Actions로 연결했다. 국가별 평균 성분과 해당 국가 행동 근거의 괄호 수치를 원문 대조. 공동 평균을 국가 시작값으로 대신 사용하지 않는다. 수치 종료표는 공동 평균과 US/Soviet 개별 성분을 함께 제시한다. 다음 턴 행동 근거에 실제 재진술된 국가별 값만 비교한다. 다음 행동 근거에 없는 나머지 시작 변수는 로그가 완전하더라도 수치 정보가 명시되지 않아 역산하지 않는다.",state,명시 상태승계 관찰×변수,True,,True,AI 원문 부모 대응 + 독립 Python Decimal 수치 비교(인간 미확인),보존 입력 기준 조건부 대조; 당시 첨부 바이트 미확정은 본 수치 비교를 일괄 U로 만드는 원인이 아님,
CLA-14-INH-E013-U1-Tension,CLA-14,CLA-14-INH-E013,runs/raw_logs/Claude_Opus_4/14. Strategic Decision Modeling Framework.pdf,d06a065a49e343d1ea363d8bc282a138fa18b24a87cf1ceb7802b9c8f3b6cd48,19:14-19,23:23-31,3,4,Full Blockade-Apology,United States,Tension,P-T4-INHERIT,protocols/prompt_templates/Prompt.pdf,p.4,Ensure that the branching maintains the flow of the ongoing scenario while exploring new directions.,0.55,,0.55,,판정 불가,수치 종료표는 공동 평균과 US/Soviet 개별 성분을 함께 제시한다. 다음 턴 행동 근거에 실제 재진술된 국가별 값만 비교한다. 다음 행동 근거에 없는 나머지 시작 변수는 로그가 완전하더라도 수치 정보가 명시되지 않아 역산하지 않는다.,"직전 종료 상태:
[p19 L14] • tension: 0.48 (average of US 0.55 + Soviet 0.40)
[p19 L15] • diplomatic_support: 0.76 (average of US 0.71 + Soviet 0.80)
[p19 L16] • military_posture: Full Economic Blockade (complete embargo + Soviet
[p19 L17] conciliatory gesture)
[p19 L18] • public_opinion: 0.61 (average of US 0.56 + Soviet 0.65)
[p19 L19] • leadership_unity: 0.68 (average of US 0.60 + Soviet 0.75)
다음 시작/수식 기준:
[p23 L23] United States:
[p23 L24] 1. Military Strike Authorization - Defense Dept trigger ""hostile action =
[p23 L25] threshold for war"" (submarine) + Kennedy's ""direct military challenge""
[p23 L26] trigger
[p23 L27] 2. Conditional De-escalation Response - Kennedy's balanced approach +
[p23 L28] Soviet de-escalation instructions provide diplomatic opening despite
[p23 L29] submarine incident
[p23 L30] 3. Intensify Blockade Enforcement - Defense Dept pressure + leadership_unity
[p23 L31] (0.60) supports measured escalation without full strike","경로명 변화 Quarantine+Denial→Quarantine+Compliance→Full Blockade+Apology, Diplomacy→Accountability+Major Concession, Military Escalation→Military Strike+Defense Prep를 앞선 Selected Actions로 연결했다. 국가별 평균 성분과 해당 국가 행동 근거의 괄호 수치를 원문 대조. 공동 평균을 국가 시작값으로 대신 사용하지 않는다. 수치 종료표는 공동 평균과 US/Soviet 개별 성분을 함께 제시한다. 다음 턴 행동 근거에 실제 재진술된 국가별 값만 비교한다. 다음 행동 근거에 없는 나머지 시작 변수는 로그가 완전하더라도 수치 정보가 명시되지 않아 역산하지 않는다.",state,명시 상태승계 관찰×변수,True,record_missing_or_incomplete,True,AI 원문 부모 대응 + 독립 Python Decimal 수치 비교(인간 미확인),보존 입력 기준 조건부 대조; 당시 첨부 바이트 미확정은 본 수치 비교를 일괄 U로 만드는 원인이 아님,
CLA-14-INH-E013-U1-Diplomatic_Support,CLA-14,CLA-14-INH-E013,runs/raw_logs/Claude_Opus_4/14. Strategic Decision Modeling Framework.pdf,d06a065a49e343d1ea363d8bc282a138fa18b24a87cf1ceb7802b9c8f3b6cd48,19:14-19,23:23-31,3,4,Full Blockade-Apology,United States,Diplomatic_Support,P-T4-INHERIT,protocols/prompt_templates/Prompt.pdf,p.4,Ensure that the branching maintains the flow of the ongoing scenario while exploring new directions.,0.71,,0.71,,판정 불가,수치 종료표는 공동 평균과 US/Soviet 개별 성분을 함께 제시한다. 다음 턴 행동 근거에 실제 재진술된 국가별 값만 비교한다. 다음 행동 근거에 없는 나머지 시작 변수는 로그가 완전하더라도 수치 정보가 명시되지 않아 역산하지 않는다.,"직전 종료 상태:
[p19 L14] • tension: 0.48 (average of US 0.55 + Soviet 0.40)
[p19 L15] • diplomatic_support: 0.76 (average of US 0.71 + Soviet 0.80)
[p19 L16] • military_posture: Full Economic Blockade (complete embargo + Soviet
[p19 L17] conciliatory gesture)
[p19 L18] • public_opinion: 0.61 (average of US 0.56 + Soviet 0.65)
[p19 L19] • leadership_unity: 0.68 (average of US 0.60 + Soviet 0.75)
다음 시작/수식 기준:
[p23 L23] United States:
[p23 L24] 1. Military Strike Authorization - Defense Dept trigger ""hostile action =
[p23 L25] threshold for war"" (submarine) + Kennedy's ""direct military challenge""
[p23 L26] trigger
[p23 L27] 2. Conditional De-escalation Response - Kennedy's balanced approach +
[p23 L28] Soviet de-escalation instructions provide diplomatic opening despite
[p23 L29] submarine incident
[p23 L30] 3. Intensify Blockade Enforcement - Defense Dept pressure + leadership_unity
[p23 L31] (0.60) supports measured escalation without full strike","경로명 변화 Quarantine+Denial→Quarantine+Compliance→Full Blockade+Apology, Diplomacy→Accountability+Major Concession, Military Escalation→Military Strike+Defense Prep를 앞선 Selected Actions로 연결했다. 국가별 평균 성분과 해당 국가 행동 근거의 괄호 수치를 원문 대조. 공동 평균을 국가 시작값으로 대신 사용하지 않는다. 수치 종료표는 공동 평균과 US/Soviet 개별 성분을 함께 제시한다. 다음 턴 행동 근거에 실제 재진술된 국가별 값만 비교한다. 다음 행동 근거에 없는 나머지 시작 변수는 로그가 완전하더라도 수치 정보가 명시되지 않아 역산하지 않는다.",state,명시 상태승계 관찰×변수,True,record_missing_or_incomplete,True,AI 원문 부모 대응 + 독립 Python Decimal 수치 비교(인간 미확인),보존 입력 기준 조건부 대조; 당시 첨부 바이트 미확정은 본 수치 비교를 일괄 U로 만드는 원인이 아님,
