check_id,run_id,source_file,source_sha256,page,page_end,turn,branch,unit,domain,requirement_id,rule_file,rule_path,rule_type,status,reported_value,recalculated_value,evidence_quote,judgment_basis,method,review_completed,human_review_required,limitation_category,input_version_caveat,does_not_certify
PER-18-GE-011-MAP,PER-18,runs/raw_logs/Perplexity_RAG/18. Strategic Decision Analysis_ Cuban Missile Crisis.pdf,b624441c87c3bcfa55e45ddda163803f5fd321193a5fb0da4f2b9f66c0d55e81,10,10,T2,"Strategic Alternatives
1. DeclareR eadiness for Tactical Nuclear Use
Rationale: Armed Forces ’ doctrine for regional defense[SOVIET_Military].
Next Triggers:
Inevitable: U.S. invasion preparations (Leadership_Unity -0.10).
Potential: Preemptive strike on Guantanamo (Strike +0.15).
Plausible Action Combinations
Most PlausibleP ath
U.S. Air Strikes + USSRT actical Nuclear Alert
Logic:
Hardline alignment: Defense Dept. and Soviet military prioritize escalation dominance.
Triggers nuclear collision threshold (Tension = 1.0).
Result Logs for Scenario 2
Combination 2.1 : Air Strikes + Nuclear Alert
",selected actor/action result block,행동–VDM 사건 의미 대응,P-VDM-01;P-EFFECT-01,vdm/Variable-Decision Matrix.json; actor JSON when indicated,Strike,조건부 규칙,판정 불가,Strike,,"Selected Actor: United States
Selected Action: Authorize Limited Air Strikes
Predicted VariableC hange:
Tension: +0.15 (Strike)
Public_Opinion: -0.05 (Strike)
Generated Triggers:
Soviet retaliation authorization (Nuclear_Retaliation_Risk)",소제목은 공습 경로이지만 행동은 Authorize Limited Air Strikes이고 후속 사건은 소련 보복 권한 부여다. 미국 공습을 실제 이행했는지 명확하지 않아 준비/실행을 임의 확정하지 않는다.,AI direct source interpretation; recovered PDF character geometry,True,True,record_execution_stage_unclear,Preserved input conditional audit; per-run input bytes unconfirmed,"complete event vector, aggregation, constants, inheritance, authority, thresholds, narrative"
PER-18-GE-012-MAP,PER-18,runs/raw_logs/Perplexity_RAG/18. Strategic Decision Analysis_ Cuban Missile Crisis.pdf,b624441c87c3bcfa55e45ddda163803f5fd321193a5fb0da4f2b9f66c0d55e81,10,10,T2,"ptive strike on Guantanamo (Strike +0.15).
Plausible Action Combinations
Most PlausibleP ath
U.S. Air Strikes + USSRT actical Nuclear Alert
Logic:
Hardline alignment: Defense Dept. and Soviet military prioritize escalation dominance.
Triggers nuclear collision threshold (Tension = 1.0).
Result Logs for Scenario 2
Combination 2.1 : Air Strikes + Nuclear Alert
Selected Actor: United States
Selected Action: Authorize Limited Air Strikes
Predicted VariableC hange:
Tension: +0.15 (Strike)
Public_Opinion: -0.05 (Strike)
Generated Triggers:
Soviet retaliation authorization (Nuclear_Retaliation_Risk)
",selected actor/action result block,행동–VDM 사건 의미 대응,P-VDM-01;P-EFFECT-01,vdm/Variable-Decision Matrix.json; actor JSON when indicated,Defense_Prep,조건부 규칙,준수,Defense_Prep,,"Selected Actor: Soviet Union
Selected Action: Declare Tactical Nuclear Readiness
Predicted VariableC hange:
Tension: +0.10 (Defense_Prep)
Leadership_Unity: -0.05 (Defense_Prep)
Generated Triggers:
U.S. DEFCON 1 declaration (Military_Conflict_Risk)",소련 전술핵 준비 선언을 실제 핵 사용과 구분해 대비 효과에 연결한다. .10 상수는 별도 위반이다.,AI direct source interpretation; recovered PDF character geometry,True,True,,Preserved input conditional audit; per-run input bytes unconfirmed,"complete event vector, aggregation, constants, inheritance, authority, thresholds, narrative"
PER-18-GE-013-MAP,PER-18,runs/raw_logs/Perplexity_RAG/18. Strategic Decision Analysis_ Cuban Missile Crisis.pdf,b624441c87c3bcfa55e45ddda163803f5fd321193a5fb0da4f2b9f66c0d55e81,13,13,T3,"omatic cover
UNS ession vs Nuclear Readiness USSR prioritizes deterrence over negotiation
Plausible Action Combinations
Most PlausibleP ath: U.S. RetaliatoryS trike+  USSRC laimR ogueA ction
Logic:
U.S. satisfies public demand for retribution (Public_Opinion ↑).
USSR avoids direct blame while calming crisis (Tension controlled).
Prevents immediate nuclear exchange.
AlternativeP ath: U.S. UNS ession + USSRN uclear Readiness
Logic:
State Department’s diplomatic push clashes with Soviet military alert.
High risk of misinterpreted mobilization (Nuclear_Retaliation_Risk).
Result Log for Scenario 1
",selected actor/action result block,행동–VDM 사건 의미 대응,P-VDM-01;P-EFFECT-01,vdm/Variable-Decision Matrix.json; actor JSON when indicated,Strike;Strong_Leadership,조건부 규칙,준수,Strike;Strong_Leadership,,"Selected Actor: United States
Selected Action: Limited Retaliatory Strike
Predicted VariableC hanges:
Tension: +0.15 (Strike effect)[Variable-Matrix]
Public_Opinion: +0.05 (Strong_Leadership effect)
Generated Triggers:
Cuban guerilla retaliation (Civil_Unrest: Public_Opinion -0.10)",미국이 실제 제한 보복 타격을 선택하고 공중의 보복 요구에 응답하는 지도 행동으로 설명한다. 타격 의미 대응과 지도력 효과의 수치 .05 오류를 분리한다.,AI direct source interpretation; recovered PDF character geometry,True,True,,Preserved input conditional audit; per-run input bytes unconfirmed,"complete event vector, aggregation, constants, inheritance, authority, thresholds, narrative"
PER-18-GE-014-MAP,PER-18,runs/raw_logs/Perplexity_RAG/18. Strategic Decision Analysis_ Cuban Missile Crisis.pdf,b624441c87c3bcfa55e45ddda163803f5fd321193a5fb0da4f2b9f66c0d55e81,13,13,T3,"lame while calming crisis (Tension controlled).
Prevents immediate nuclear exchange.
AlternativeP ath: U.S. UNS ession + USSRN uclear Readiness
Logic:
State Department’s diplomatic push clashes with Soviet military alert.
High risk of misinterpreted mobilization (Nuclear_Retaliation_Risk).
Result Log for Scenario 1
Selected Actor: United States
Selected Action: Limited Retaliatory Strike
Predicted VariableC hanges:
Tension: +0.15 (Strike effect)[Variable-Matrix]
Public_Opinion: +0.05 (Strong_Leadership effect)
Generated Triggers:
Cuban guerilla retaliation (Civil_Unrest: Public_Opinion -0.10)
",selected actor/action result block,행동–VDM 사건 의미 대응,P-VDM-01;P-EFFECT-01,vdm/Variable-Decision Matrix.json; actor JSON when indicated,Diplomatic_Failure;SU:internal_dispute,조건부 규칙,판정 불가,Diplomatic_Failure;SU:internal_dispute,,"Selected Actor: Soviet Union
Selected Action: Claim "" Rogue Cuban Action""
Predicted VariableC hanges:
Diplomatic_Support: -0.10 (Diplomatic_Failure)
Leadership_Unity: -0.05 (Internal_Dispute)
Generated Triggers:
U.S. demands Castro's removal (Ultimatum: Tension +0.10)",미국이 소련 해명을 거부한다는 앞 p12 근거로 외교 실패는 관찰되나 내부 갈등 발동은 소련 해명 행동만으로 명확하지 않다. 내부 갈등 -.05 원 효과 부재는 별도 위반이다.,AI direct source interpretation; recovered PDF character geometry,True,True,partial_mapping_uncertain,Preserved input conditional audit; per-run input bytes unconfirmed,"complete event vector, aggregation, constants, inheritance, authority, thresholds, narrative"
PER-18-GE-015-MAP,PER-18,runs/raw_logs/Perplexity_RAG/18. Strategic Decision Analysis_ Cuban Missile Crisis.pdf,b624441c87c3bcfa55e45ddda163803f5fd321193a5fb0da4f2b9f66c0d55e81,14,14,T3,"h (Updated)
Current Variables:
Tension: 1.0 (clamped)
Diplomatic_Support: 0.51
Public_Opinion: 0.46
Leadership_Unity: 0.45
Event Impact:
""Strike"" effect applied (same as Scenario 1).
Revised Variables:
Tension: 1.0 (remains clamped)
Diplomatic_Support: 0.46
Public_Opinion: 0.41
Leadership_Unity: 0.35
Plausible Action Combinations
OnlyV iableP ath: U.S. Invasion Prep + USSRT actical Nuclear Authorization
Logic:
Tension >0.8 disables diplomacy for both[Variable-Matrix].
Defense Dept. and Soviet Military favor maximal escalation[US_defense_department]
[SOVIET_Military].
Result Log for Scenario 2
",selected actor/action result block,행동–VDM 사건 의미 대응,P-VDM-01;P-EFFECT-01,vdm/Variable-Decision Matrix.json; actor JSON when indicated,Strike,조건부 규칙,위반,Strike,,"Selected Actor: United States
Selected Action: Mobilize Invasion Forces
Predicted Changes:
Leadership_Unity: -0.10 (Strike effect)
Generated Triggers:
Soviet tactical nuke deployment (Nuclear_Retaliation_Risk)",미국은 침공 병력 동원이며 뒤 사건도 소련 전술핵 배치다. 동원을 Strike로 처리했으나 이 지점에 침공 실행은 기록되지 않았다.,AI direct source interpretation; recovered PDF character geometry,True,True,,Preserved input conditional audit; per-run input bytes unconfirmed,"complete event vector, aggregation, constants, inheritance, authority, thresholds, narrative"
PER-18-GE-016-MAP,PER-18,runs/raw_logs/Perplexity_RAG/18. Strategic Decision Analysis_ Cuban Missile Crisis.pdf,b624441c87c3bcfa55e45ddda163803f5fd321193a5fb0da4f2b9f66c0d55e81,14,14,T3," 1.0 (remains clamped)
Diplomatic_Support: 0.46
Public_Opinion: 0.41
Leadership_Unity: 0.35
Plausible Action Combinations
OnlyV iableP ath: U.S. Invasion Prep + USSRT actical Nuclear Authorization
Logic:
Tension >0.8 disables diplomacy for both[Variable-Matrix].
Defense Dept. and Soviet Military favor maximal escalation[US_defense_department]
[SOVIET_Military].
Result Log for Scenario 2
Selected Actor: United States
Selected Action: Mobilize Invasion Forces
Predicted Changes:
Leadership_Unity: -0.10 (Strike effect)
Generated Triggers:
Soviet tactical nuke deployment (Nuclear_Retaliation_Risk)
",selected actor/action result block,행동–VDM 사건 의미 대응,P-VDM-01;P-EFFECT-01,vdm/Variable-Decision Matrix.json; actor JSON when indicated,Civil_Unrest,조건부 규칙,판정 불가,Civil_Unrest,,"Selected Actor: Soviet Union
Selected Action: Authorize Tactical Nuclear Use in Cuba
Predicted Changes:
Public_Opinion: -0.10 (Civil_Unrest)
Generated Triggers:
U.S. strategic nuclear alert (DEFCON 1)",핵 사용 권한 부여에 Civil_Unrest를 적용하지만 민간 소요나 사회 불안의 실제 사건이 구체적으로 제시되지 않는다.,AI direct source interpretation; recovered PDF character geometry,True,True,record_event_occurrence_unreported,Preserved input conditional audit; per-run input bytes unconfirmed,"complete event vector, aggregation, constants, inheritance, authority, thresholds, narrative"
PER-18-GE-017-MAP,PER-18,runs/raw_logs/Perplexity_RAG/18. Strategic Decision Analysis_ Cuban Missile Crisis.pdf,b624441c87c3bcfa55e45ddda163803f5fd321193a5fb0da4f2b9f66c0d55e81,15,15,T3,"eadership_Unity: 0.25 (0.35  - 0.10)
Scenario Combination 3 : Diplomatic Resolution Path (Updated)
Current Variables:
Tension: 0.55
Diplomatic_Support: 0.75
Public_Opinion: 0.60
Leadership_Unity: 0.70
Event Impact:
""Strike"" effect applied.
Revised Variables:
Tension: 0.70
Diplomatic_Support: 0.70
Public_Opinion: 0.55
Leadership_Unity: 0.60
Plausible Action Combinations
Most PlausibleP ath: U.S. Secret Talks + USSRM issileW ithdrawal Offer
Logic:
State Dept. capitalizes on backchannels[US_state_department].
Khrushchev offers withdrawal to avert war[SOVIET_Khrushchev].
Result Log for Scenario 3
",selected actor/action result block,행동–VDM 사건 의미 대응,P-VDM-01;P-EFFECT-01,vdm/Variable-Decision Matrix.json; actor JSON when indicated,Diplomatic_Success,조건부 규칙,준수,Diplomatic_Success,,"Selected Actor: United States
Selected Action: Engage in Secret Negotiations
Predicted Changes:
Diplomatic_Support: +0.10 (Diplomatic_Success)
Generated Triggers:
Turkey missile compromise (Alliance_Strengthening +0.10 Support)",미국 비밀 교섭과 소련 철수-보장 제안이 같은 선택쌍으로 연결되어 실제 비밀 외교의 진전을 관찰할 수 있다. 터키 양보의 Alliance 분류는 별도 경계 문제다.,AI direct source interpretation; recovered PDF character geometry,True,True,,Preserved input conditional audit; per-run input bytes unconfirmed,"complete event vector, aggregation, constants, inheritance, authority, thresholds, narrative"
PER-18-GE-018-MAP,PER-18,runs/raw_logs/Perplexity_RAG/18. Strategic Decision Analysis_ Cuban Missile Crisis.pdf,b624441c87c3bcfa55e45ddda163803f5fd321193a5fb0da4f2b9f66c0d55e81,15,15,T3,"ct applied.
Revised Variables:
Tension: 0.70
Diplomatic_Support: 0.70
Public_Opinion: 0.55
Leadership_Unity: 0.60
Plausible Action Combinations
Most PlausibleP ath: U.S. Secret Talks + USSRM issileW ithdrawal Offer
Logic:
State Dept. capitalizes on backchannels[US_state_department].
Khrushchev offers withdrawal to avert war[SOVIET_Khrushchev].
Result Log for Scenario 3
Selected Actor: United States
Selected Action: Engage in Secret Negotiations
Predicted Changes:
Diplomatic_Support: +0.10 (Diplomatic_Success)
Generated Triggers:
Turkey missile compromise (Alliance_Strengthening +0.10 Support)
",selected actor/action result block,행동–VDM 사건 의미 대응,P-VDM-01;P-EFFECT-01,vdm/Variable-Decision Matrix.json; actor JSON when indicated,Diplomatic_Success,조건부 규칙,준수,Diplomatic_Success,,"Selected Actor: Soviet Union
Selected Action: Propose Missile Removal for U.S. Guarantees
Predicted Changes:
Tension: -0.05 (Diplomatic_Success)
Generated Triggers:
Hardliner coup attempt (Internal_Dispute -0.05 Unity)",미국 비밀 교섭과 소련 철수-보장 제안이 같은 선택쌍으로 연결되어 실제 비밀 외교의 진전을 관찰할 수 있다. 터키 양보의 Alliance 분류는 별도 경계 문제다.,AI direct source interpretation; recovered PDF character geometry,True,True,,Preserved input conditional audit; per-run input bytes unconfirmed,"complete event vector, aggregation, constants, inheritance, authority, thresholds, narrative"
PER-18-GE-019-MAP,PER-18,runs/raw_logs/Perplexity_RAG/18. Strategic Decision Analysis_ Cuban Missile Crisis.pdf,b624441c87c3bcfa55e45ddda163803f5fd321193a5fb0da4f2b9f66c0d55e81,17,17,T4,"ns
Most PlausibleP ath: U.S. Suspend Quarantine+  USSRT urkeyS wap Offer
Logic:
Kennedy’s threshold for avoiding war overrides DoD pressure[US_president].
Khrushchev’s ""peaceful coexistence"" aligns with compromise[SOVIET_Khrushchev].
Diplomatic_Support stabilizes at 0.54 (0.44  + 0.10), averting collapse.
AlternativeP ath: U.S. SAMS trikes + USSRN uclear Alert
Logic:
Defense Department’s urgency trumps State[US_defense_department].
Soviet military overrules political de-escalation[SOVIET_Military].
Guaranteed Tension = 1.0 triggers nuclear retaliation protocols.
Result Log for Combination 1.1
",selected actor/action result block,행동–VDM 사건 의미 대응,P-VDM-01;P-EFFECT-01,vdm/Variable-Decision Matrix.json; actor JSON when indicated,Diplomatic_Success,조건부 규칙,준수,Diplomatic_Success,,"Selected Actor: United States
Selected Action: Suspend Quarantine for Negotiations
Predicted VariableC hanges:
Diplomatic_Support: +0.10 (Diplomatic_Success)
Leadership_Unity: +0.05 (Strong_Leadership)
Generated Triggers:
Soviet withdrawal pledge (Diplomatic_Success threshold met).",검역 중단과 실제 터키 미사일 교환 공식화가 상응하여 외교 진전을 연결한다. 미국 지도력 수치 .05는 별도 위반이다.,AI direct source interpretation; recovered PDF character geometry,True,True,,Preserved input conditional audit; per-run input bytes unconfirmed,"complete event vector, aggregation, constants, inheritance, authority, thresholds, narrative"
PER-18-GE-020-MAP,PER-18,runs/raw_logs/Perplexity_RAG/18. Strategic Decision Analysis_ Cuban Missile Crisis.pdf,b624441c87c3bcfa55e45ddda163803f5fd321193a5fb0da4f2b9f66c0d55e81,17,17,T4,"10), averting collapse.
AlternativeP ath: U.S. SAMS trikes + USSRN uclear Alert
Logic:
Defense Department’s urgency trumps State[US_defense_department].
Soviet military overrules political de-escalation[SOVIET_Military].
Guaranteed Tension = 1.0 triggers nuclear retaliation protocols.
Result Log for Combination 1.1
Selected Actor: United States
Selected Action: Suspend Quarantine for Negotiations
Predicted VariableC hanges:
Diplomatic_Support: +0.10 (Diplomatic_Success)
Leadership_Unity: +0.05 (Strong_Leadership)
Generated Triggers:
Soviet withdrawal pledge (Diplomatic_Success threshold met).
",selected actor/action result block,행동–VDM 사건 의미 대응,P-VDM-01;P-EFFECT-01,vdm/Variable-Decision Matrix.json; actor JSON when indicated,Diplomatic_Success,조건부 규칙,준수,Diplomatic_Success,,"Selected Actor: Soviet Union
Selected Action: Formalize Turkey Missile Swap
Predicted VariableC hanges:
Tension: -0.05 (Diplomatic_Success)
Diplomatic_Support: +0.10 (Diplomatic_Success)
Generated Triggers:
NATO emergency summit (Alliance_Strengthening +0.10 Support).",검역 중단과 실제 터키 미사일 교환 공식화가 상응하여 외교 진전을 연결한다. 미국 지도력 수치 .05는 별도 위반이다.,AI direct source interpretation; recovered PDF character geometry,True,True,,Preserved input conditional audit; per-run input bytes unconfirmed,"complete event vector, aggregation, constants, inheritance, authority, thresholds, narrative"
PER-18-GE-021-MAP,PER-18,runs/raw_logs/Perplexity_RAG/18. Strategic Decision Analysis_ Cuban Missile Crisis.pdf,b624441c87c3bcfa55e45ddda163803f5fd321193a5fb0da4f2b9f66c0d55e81,18,18,T4,"iplomatic_Support: 0.64 (0.44  + 0.10  + 0.10)
Public_Opinion: 0.34
Leadership_Unity: 0.30 (0.25  + 0.05)
Scenario Combination 2 : Hardline Response Path
Updated Variables After Event:
""Strike"" effect:
Tension: 1.0 → 1 .0
Diplomatic_Support: 0.46 → 0 .41
Public_Opinion: 0.31 → 0 .26
Leadership_Unity: 0.25 → 0 .15
Plausible Action Combinations
OnlyV iableP ath: U.S. Invasion Mobilization + USSRT actical Nuclear Deployment
Logic:
Tension = 1.0 disables diplomacy per Variable-Matrix.
Defense Department and Soviet Military mandate maximal force[US_defense_department]
[SOVIET_Military].
Result Log
",selected actor/action result block,행동–VDM 사건 의미 대응,P-VDM-01;P-EFFECT-01,vdm/Variable-Decision Matrix.json; actor JSON when indicated,Civil_Unrest,조건부 규칙,판정 불가,Civil_Unrest,,"Selected Actor: United States
Selected Action: Full-Scale Invasion Prep
Predicted VariableC hanges:
Public_Opinion: -0.10 (Civil_Unrest)
Generated Triggers:
Soviet tactical nuke authorization (Nuclear_Retaliation_Risk).",미국 침공 준비에 Civil_Unrest 효과를 붙이지만 실제 민간 소요는 기록되지 않는다. 전쟁 불안 일반을 원 사건으로 자동 치환하지 않는다.,AI direct source interpretation; recovered PDF character geometry,True,True,record_event_occurrence_unreported,Preserved input conditional audit; per-run input bytes unconfirmed,"complete event vector, aggregation, constants, inheritance, authority, thresholds, narrative"
PER-18-GE-022-MAP,PER-18,runs/raw_logs/Perplexity_RAG/18. Strategic Decision Analysis_ Cuban Missile Crisis.pdf,b624441c87c3bcfa55e45ddda163803f5fd321193a5fb0da4f2b9f66c0d55e81,18,18,T4,"0
Diplomatic_Support: 0.46 → 0 .41
Public_Opinion: 0.31 → 0 .26
Leadership_Unity: 0.25 → 0 .15
Plausible Action Combinations
OnlyV iableP ath: U.S. Invasion Mobilization + USSRT actical Nuclear Deployment
Logic:
Tension = 1.0 disables diplomacy per Variable-Matrix.
Defense Department and Soviet Military mandate maximal force[US_defense_department]
[SOVIET_Military].
Result Log
Selected Actor: United States
Selected Action: Full-Scale Invasion Prep
Predicted VariableC hanges:
Public_Opinion: -0.10 (Civil_Unrest)
Generated Triggers:
Soviet tactical nuke authorization (Nuclear_Retaliation_Risk).
",selected actor/action result block,행동–VDM 사건 의미 대응,P-VDM-01;P-EFFECT-01,vdm/Variable-Decision Matrix.json; actor JSON when indicated,SU:internal_dispute,조건부 규칙,판정 불가,SU:internal_dispute,,"Selected Actor: Soviet Union
Selected Action: Deploy Tactical Nukes to Cuba
Predicted VariableC hanges:
Leadership_Unity: -0.05 (Internal_Dispute)
Generated Triggers:
U.S. strategic nuclear counter-alert (DEFCON 1).",소련 핵 배치에 내부 갈등 효과를 붙이나 직접적인 엘리트 충돌이 이 선택에서 관찰되지 않는다. -.05 도입은 원 효과 수치와 별도 대조한다.,AI direct source interpretation; recovered PDF character geometry,True,True,record_event_occurrence_unreported,Preserved input conditional audit; per-run input bytes unconfirmed,"complete event vector, aggregation, constants, inheritance, authority, thresholds, narrative"
PER-18-GE-023-MAP,PER-18,runs/raw_logs/Perplexity_RAG/18. Strategic Decision Analysis_ Cuban Missile Crisis.pdf,b624441c87c3bcfa55e45ddda163803f5fd321193a5fb0da4f2b9f66c0d55e81,19,19,T4,"ATUS]
Tension: 1.0
Diplomatic_Support: 0.41
Public_Opinion: 0.16 (0.26  - 0.10)
Leadership_Unity: 0.10 (0.15  - 0.05)
Scenario Combination 3 : Diplomatic Resolution Path
Updated Variables After Event:
""Strike"" effect:
Tension: 0.80 → 0 .95
Diplomatic_Support: 0.85 → 0 .80
Public_Opinion: 0.55 → 0 .50
Leadership_Unity: 0.60 → 0 .50
Plausible Action Combinations
Most PlausibleP ath: U.S. Secret Ceasefire+  USSRM issileW ithdrawal
Logic:
State Department leverages backchannels despite tension[US_state_department].
Khrushchev’s ""retreat-with-honor"" doctrine prevails[SOVIET_Khrushchev].
Result Log
",selected actor/action result block,행동–VDM 사건 의미 대응,P-VDM-01;P-EFFECT-01,vdm/Variable-Decision Matrix.json; actor JSON when indicated,Diplomatic_Success,조건부 규칙,준수,Diplomatic_Success,,"Selected Actor: United States
Selected Action: Propose Ceasefire via UN
Predicted VariableC hanges:
Diplomatic_Support: +0.10 (Diplomatic_Success)
Generated Triggers:
Soviet acceptance of UN inspections (Verification_Success).",미국 UN 휴전 제안과 소련 실제 미사일 해체 개시 및 사찰 수용이 상응한다. tension -.10 상수 오류와 협상 허용 여부는 별도다.,AI direct source interpretation; recovered PDF character geometry,True,True,,Preserved input conditional audit; per-run input bytes unconfirmed,"complete event vector, aggregation, constants, inheritance, authority, thresholds, narrative"
PER-18-GE-024-MAP,PER-18,runs/raw_logs/Perplexity_RAG/18. Strategic Decision Analysis_ Cuban Missile Crisis.pdf,b624441c87c3bcfa55e45ddda163803f5fd321193a5fb0da4f2b9f66c0d55e81,19,19,T4,"0.80 → 0 .95
Diplomatic_Support: 0.85 → 0 .80
Public_Opinion: 0.55 → 0 .50
Leadership_Unity: 0.60 → 0 .50
Plausible Action Combinations
Most PlausibleP ath: U.S. Secret Ceasefire+  USSRM issileW ithdrawal
Logic:
State Department leverages backchannels despite tension[US_state_department].
Khrushchev’s ""retreat-with-honor"" doctrine prevails[SOVIET_Khrushchev].
Result Log
Selected Actor: United States
Selected Action: Propose Ceasefire via UN
Predicted VariableC hanges:
Diplomatic_Support: +0.10 (Diplomatic_Success)
Generated Triggers:
Soviet acceptance of UN inspections (Verification_Success).
",selected actor/action result block,행동–VDM 사건 의미 대응,P-VDM-01;P-EFFECT-01,vdm/Variable-Decision Matrix.json; actor JSON when indicated,Diplomatic_Success,조건부 규칙,준수,Diplomatic_Success,,"Selected Actor: Soviet Union
Selected Action: Begin Missile Dismantlement
Predicted VariableC hanges:
Tension: -0.10 (Diplomatic_Success)
Generated Triggers:
Hardliner coup attempt (Internal_Dispute -0.05 Unity).",미국 UN 휴전 제안과 소련 실제 미사일 해체 개시 및 사찰 수용이 상응한다. tension -.10 상수 오류와 협상 허용 여부는 별도다.,AI direct source interpretation; recovered PDF character geometry,True,True,,Preserved input conditional audit; per-run input bytes unconfirmed,"complete event vector, aggregation, constants, inheritance, authority, thresholds, narrative"
PER-20-GE-001-MAP,PER-20,runs/raw_logs/Perplexity_RAG/20. Strategic Analysis for Cuban Missile Crisis (Based.pdf,83085ec83b15b44b09de543bd4199ffc3a1fef15cdb5115df2e6a1fdf26de57d,3,3,T1,"ioritize quarantine + denial combination, with monitoring for Presidium
fissures (e.g., unilateral Soviet concessions).
⁂
Strategic Action Combinations: Variable Change Analysis
Based strictly on provided JSON files and Variable-Decision Matrix rules, below a re result logs
for each strategic combination. Initial variables are set at baseline (tension: 0.5,
diplomatic_support: 0.6, public_opinion: 0.6, leadership_unity: 0.7). Changes are calculated
using Effect Rules from a ctor-specific JSON files and event_driven_adjustments from t he
Matrix.
Combination 1 : Quarantine (US ) + Denial (USSR)
",selected actor/action result block,행동–VDM 사건 의미 대응,P-VDM-01;P-EFFECT-01,vdm/Variable-Decision Matrix.json; actor JSON when indicated,US:military_alert;US:public_appeal,조건부 규칙,판정 불가,US:military_alert;US:public_appeal,,"Selected Actor: United States
Action: Naval Quarantine Blockade
Effect Rules Applied: military_alert (tension +0.3, leadership_unity +0.8 ) + public_appeal
(public_opinion +0.5 ) [US_JSON_FILE].",미국 검역은 군사 경계와 대응하지만 공개 호소 실행이 이 선택에서 명시되지 않는다. 해상 검역 자체를 public_appeal로 간주할 원 연결 규칙도 없다.,AI direct source interpretation; recovered PDF character geometry,True,True,partial_mapping_uncertain,Preserved input conditional audit; per-run input bytes unconfirmed,"complete event vector, aggregation, constants, inheritance, authority, thresholds, narrative"
PER-20-GE-002-MAP,PER-20,runs/raw_logs/Perplexity_RAG/20. Strategic Analysis for Cuban Missile Crisis (Based.pdf,83085ec83b15b44b09de543bd4199ffc3a1fef15cdb5115df2e6a1fdf26de57d,4,4,T1," provided JSON files and Variable-Decision Matrix rules, below a re result logs
for each strategic combination. Initial variables are set at baseline (tension: 0.5,
diplomatic_support: 0.6, public_opinion: 0.6, leadership_unity: 0.7). Changes are calculated
using Effect Rules from a ctor-specific JSON files and event_driven_adjustments from t he
Matrix.
Combination 1 : Quarantine (US ) + Denial (USSR)
Selected Actor: United States
Action: Naval Quarantine Blockade
Effect Rules Applied: military_alert (tension +0.3, leadership_unity +0.8 ) + public_appeal
(public_opinion +0.5 ) [US_JSON_FILE].
",selected actor/action result block,행동–VDM 사건 의미 대응,P-VDM-01;P-EFFECT-01,vdm/Variable-Decision Matrix.json; actor JSON when indicated,SU:covert_detection,조건부 규칙,준수,SU:covert_detection,,"Selected Actor: Soviet Union
Action: Covert Deployment Denial
Effect Rules Applied: covert_detection (tension +0.45 ) [SOVIET_JSON_FILE].
Predicted VariableC hanges:
tension: +0.75 (0.3  + 0.45)
diplomatic_support: No change
public_opinion: +0.5
leadership_unity: +0.8
Generated Triggers:
Inevitable: U.S. naval blockade enforcement, Soviet mobilization [4 ] [5].
Potential: Diplomatic failure if Soviet ships breach quarantine; U-2 shootdown [4 ] [5].",이미 노출된 비밀 배치의 부인 경로에 발견 효과를 연결한다. 소련 라벨은 원본 p4에 정상 존재하며 추출 오류로 소실됐던 것이다.,AI direct source interpretation; recovered PDF character geometry,True,True,,Preserved input conditional audit; per-run input bytes unconfirmed,"complete event vector, aggregation, constants, inheritance, authority, thresholds, narrative"
PER-20-GE-003-MAP,PER-20,runs/raw_logs/Perplexity_RAG/20. Strategic Analysis for Cuban Missile Crisis (Based.pdf,83085ec83b15b44b09de543bd4199ffc3a1fef15cdb5115df2e6a1fdf26de57d,4,4,T1," Deployment Denial
Effect Rules Applied: covert_detection (tension +0.45 ) [SOVIET_JSON_FILE].
Predicted VariableC hanges:
tension: +0.75 (0.3  + 0.45)
diplomatic_support: No change
public_opinion: +0.5
leadership_unity: +0.8
Generated Triggers:
Inevitable: U.S. naval blockade enforcement, Soviet mobilization [4 ] [5].
Potential: Diplomatic failure if Soviet ships breach quarantine; U-2 shootdown [4 ] [5].
ReconfirmV ariableS tatus:
tension: 1.0 (clamped)
diplomatic_support: 0.6
public_opinion: 1.0 (clamped)
leadership_unity: 1.0 (clamped)
Combination 2 : Air Strikes (US ) + Deployment (USSR)
",selected actor/action result block,행동–VDM 사건 의미 대응,P-VDM-01;P-EFFECT-01,vdm/Variable-Decision Matrix.json; actor JSON when indicated,Strike,조건부 규칙,준수,Strike,,"Selected Actor: United States
Action: Immediate Air Strikes
Matrix Adjustment Applied: Strike event (tension +0.15, diplomatic_support -0.05,
public_opinion -0.05, leadership_unity -0.10 ) [Variable-Decision-Matrix.json].",실제 즉각 공습 경로와 Strike가 대응한다.,AI direct source interpretation; recovered PDF character geometry,True,True,,Preserved input conditional audit; per-run input bytes unconfirmed,"complete event vector, aggregation, constants, inheritance, authority, thresholds, narrative"
