unit_id,run_id,disposition,basis
GEM-05-ES-007,GEM-05,excluded_duplicate_context,이후 명시 Selected Actor 결과로그에 이미 포함된 경로의 선행 설명/대안 목록. 독립 적용으로 이중 집계하지 않음. 읽은 문맥은 해당 EU 판정의 근거로 사용.
GEM-05-ES-008,GEM-05,excluded_duplicate_context,이후 명시 Selected Actor 결과로그에 이미 포함된 경로의 선행 설명/대안 목록. 독립 적용으로 이중 집계하지 않음. 읽은 문맥은 해당 EU 판정의 근거로 사용.
GEM-05-ES-009,GEM-05,excluded_duplicate_context,이후 명시 Selected Actor 결과로그에 이미 포함된 경로의 선행 설명/대안 목록. 독립 적용으로 이중 집계하지 않음. 읽은 문맥은 해당 EU 판정의 근거로 사용.
GEM-05-ES-010,GEM-05,excluded_duplicate_context,이후 명시 Selected Actor 결과로그에 이미 포함된 경로의 선행 설명/대안 목록. 독립 적용으로 이중 집계하지 않음. 읽은 문맥은 해당 EU 판정의 근거로 사용.
GEM-05-ES-011,GEM-05,excluded_duplicate_context,이후 명시 Selected Actor 결과로그에 이미 포함된 경로의 선행 설명/대안 목록. 독립 적용으로 이중 집계하지 않음. 읽은 문맥은 해당 EU 판정의 근거로 사용.
GEM-05-ES-012,GEM-05,excluded_duplicate_context,이후 명시 Selected Actor 결과로그에 이미 포함된 경로의 선행 설명/대안 목록. 독립 적용으로 이중 집계하지 않음. 읽은 문맥은 해당 EU 판정의 근거로 사용.
GEM-07-ES-001,GEM-07,excluded_duplicate_context,이후 명시 Selected Actor 결과로그에 이미 포함된 경로의 선행 설명/대안 목록. 독립 적용으로 이중 집계하지 않음. 읽은 문맥은 해당 EU 판정의 근거로 사용.
GEM-07-ES-002,GEM-07,excluded_duplicate_context,이후 명시 Selected Actor 결과로그에 이미 포함된 경로의 선행 설명/대안 목록. 독립 적용으로 이중 집계하지 않음. 읽은 문맥은 해당 EU 판정의 근거로 사용.
GEM-07-ES-003,GEM-07,excluded_duplicate_context,이후 명시 Selected Actor 결과로그에 이미 포함된 경로의 선행 설명/대안 목록. 독립 적용으로 이중 집계하지 않음. 읽은 문맥은 해당 EU 판정의 근거로 사용.
GEM-10-ES-001,GEM-10,excluded_duplicate_context,이후 명시 Selected Actor 결과로그에 이미 포함된 경로의 선행 설명/대안 목록. 독립 적용으로 이중 집계하지 않음. 읽은 문맥은 해당 EU 판정의 근거로 사용.
GEM-10-ES-002,GEM-10,excluded_duplicate_context,이후 명시 Selected Actor 결과로그에 이미 포함된 경로의 선행 설명/대안 목록. 독립 적용으로 이중 집계하지 않음. 읽은 문맥은 해당 EU 판정의 근거로 사용.
GEM-10-ES-003,GEM-10,excluded_duplicate_context,이후 명시 Selected Actor 결과로그에 이미 포함된 경로의 선행 설명/대안 목록. 독립 적용으로 이중 집계하지 않음. 읽은 문맥은 해당 EU 판정의 근거로 사용.
GEM-15-ES-001,GEM-15,reviewed_distinct_action_or_event,PDFium 원문 및 전후 문맥을 직접 대조
GEM-15-ES-002,GEM-15,reviewed_distinct_action_or_event,PDFium 원문 및 전후 문맥을 직접 대조
GEM-15-ES-003,GEM-15,reviewed_distinct_action_or_event,PDFium 원문 및 전후 문맥을 직접 대조
GEM-15-ES-004,GEM-15,reviewed_distinct_action_or_event,PDFium 원문 및 전후 문맥을 직접 대조
GEM-15-ES-005,GEM-15,reviewed_distinct_action_or_event,PDFium 원문 및 전후 문맥을 직접 대조
GEM-15-ES-006,GEM-15,reviewed_distinct_action_or_event,PDFium 원문 및 전후 문맥을 직접 대조
GEM-15-ES-007,GEM-15,reviewed_distinct_action_or_event,PDFium 원문 및 전후 문맥을 직접 대조
GEM-15-ES-008,GEM-15,reviewed_distinct_action_or_event,PDFium 원문 및 전후 문맥을 직접 대조
GEM-15-ES-009,GEM-15,excluded_duplicate_context,p12 DEFCON2를 Strike로 처리한 동일 사건은 GEM-15-EFFECT-EXTRA에 이미 위반으로 기록됨. 이중 점수 제외.
GEM-15-ES-010,GEM-15,reviewed_distinct_action_or_event,PDFium 원문 및 전후 문맥을 직접 대조
GEM-15-ES-011,GEM-15,reviewed_distinct_action_or_event,PDFium 원문 및 전후 문맥을 직접 대조
GEM-15-ES-012,GEM-15,reviewed_distinct_action_or_event,PDFium 원문 및 전후 문맥을 직접 대조
GEM-16-ES-001,GEM-16,excluded_duplicate_context,이후 명시 Selected Actor 결과로그에 이미 포함된 경로의 선행 설명/대안 목록. 독립 적용으로 이중 집계하지 않음. 읽은 문맥은 해당 EU 판정의 근거로 사용.
GEM-22-ES-001,GEM-22,reviewed_distinct_action_or_event,PDFium 원문 및 전후 문맥을 직접 대조
GEM-22-ES-002,GEM-22,reviewed_distinct_action_or_event,PDFium 원문 및 전후 문맥을 직접 대조
GEM-22-ES-003,GEM-22,reviewed_distinct_action_or_event,PDFium 원문 및 전후 문맥을 직접 대조
GEM-22-ES-004,GEM-22,reviewed_distinct_action_or_event,PDFium 원문 및 전후 문맥을 직접 대조
GEM-22-ES-005,GEM-22,reviewed_distinct_action_or_event,PDFium 원문 및 전후 문맥을 직접 대조
GEM-22-ES-006,GEM-22,reviewed_distinct_action_or_event,PDFium 원문 및 전후 문맥을 직접 대조
GEM-22-ES-007,GEM-22,reviewed_distinct_action_or_event,PDFium 원문 및 전후 문맥을 직접 대조
GEM-22-ES-008,GEM-22,reviewed_distinct_action_or_event,PDFium 원문 및 전후 문맥을 직접 대조
GEM-22-ES-009,GEM-22,reviewed_distinct_action_or_event,PDFium 원문 및 전후 문맥을 직접 대조
GPT-01-ES-001,GPT-01,not_reviewed,
GPT-01-ES-002,GPT-01,not_reviewed,
GPT-01-ES-003,GPT-01,not_reviewed,
GPT-01-ES-004,GPT-01,not_reviewed,
GPT-01-ES-005,GPT-01,not_reviewed,
GPT-01-ES-006,GPT-01,not_reviewed,
GPT-02-ES-001,GPT-02,not_reviewed,
GPT-02-ES-002,GPT-02,not_reviewed,
GPT-02-ES-003,GPT-02,not_reviewed,
GPT-02-ES-004,GPT-02,not_reviewed,
GPT-02-ES-005,GPT-02,not_reviewed,
GPT-02-ES-006,GPT-02,not_reviewed,
GPT-02-ES-007,GPT-02,not_reviewed,
GPT-02-ES-008,GPT-02,not_reviewed,
GPT-02-ES-009,GPT-02,not_reviewed,
GPT-02-ES-010,GPT-02,not_reviewed,
GPT-02-ES-011,GPT-02,not_reviewed,
GPT-02-ES-012,GPT-02,not_reviewed,
GPT-02-ES-013,GPT-02,not_reviewed,
GPT-02-ES-014,GPT-02,not_reviewed,
GPT-02-ES-015,GPT-02,not_reviewed,
GPT-02-ES-016,GPT-02,not_reviewed,
GPT-02-ES-017,GPT-02,not_reviewed,
GPT-03-ES-001,GPT-03,not_reviewed,
GPT-03-ES-002,GPT-03,not_reviewed,
GPT-03-ES-003,GPT-03,not_reviewed,
GPT-03-ES-004,GPT-03,not_reviewed,
GPT-03-ES-005,GPT-03,not_reviewed,
GPT-03-ES-006,GPT-03,not_reviewed,
GPT-03-ES-007,GPT-03,not_reviewed,
GPT-03-ES-008,GPT-03,not_reviewed,
GPT-03-ES-009,GPT-03,not_reviewed,
GPT-03-ES-010,GPT-03,not_reviewed,
GPT-03-ES-011,GPT-03,not_reviewed,
GPT-03-ES-012,GPT-03,not_reviewed,
GPT-03-ES-013,GPT-03,not_reviewed,
GPT-03-ES-014,GPT-03,not_reviewed,
GPT-03-ES-015,GPT-03,not_reviewed,
GPT-03-ES-016,GPT-03,not_reviewed,
GPT-04-ES-001,GPT-04,not_reviewed,
GPT-04-ES-002,GPT-04,not_reviewed,
GPT-04-ES-003,GPT-04,not_reviewed,
GPT-04-ES-004,GPT-04,not_reviewed,
GPT-04-ES-005,GPT-04,not_reviewed,
GPT-04-ES-006,GPT-04,not_reviewed,
GPT-04-ES-007,GPT-04,not_reviewed,
GPT-04-ES-008,GPT-04,not_reviewed,
GPT-04-ES-009,GPT-04,not_reviewed,
GPT-04-ES-010,GPT-04,not_reviewed,
GPT-04-ES-011,GPT-04,not_reviewed,
GPT-04-ES-012,GPT-04,not_reviewed,
GPT-04-ES-013,GPT-04,not_reviewed,
GPT-04-ES-014,GPT-04,not_reviewed,
GPT-04-ES-015,GPT-04,not_reviewed,
GPT-04-ES-016,GPT-04,not_reviewed,
GPT-04-ES-017,GPT-04,not_reviewed,
GPT-04-ES-018,GPT-04,not_reviewed,
GPT-04-ES-019,GPT-04,not_reviewed,
GPT-04-ES-020,GPT-04,not_reviewed,
GPT-04-ES-021,GPT-04,not_reviewed,
GPT-05-ES-001,GPT-05,not_reviewed,
GPT-05-ES-002,GPT-05,not_reviewed,
GPT-05-ES-003,GPT-05,not_reviewed,
GPT-05-ES-004,GPT-05,not_reviewed,
GPT-05-ES-005,GPT-05,not_reviewed,
GPT-05-ES-006,GPT-05,not_reviewed,
GPT-06-ES-001,GPT-06,not_reviewed,
GPT-06-ES-002,GPT-06,not_reviewed,
GPT-06-ES-003,GPT-06,not_reviewed,
GPT-06-ES-004,GPT-06,not_reviewed,
GPT-06-ES-005,GPT-06,not_reviewed,
GPT-06-ES-006,GPT-06,not_reviewed,
GPT-06-ES-007,GPT-06,not_reviewed,
GPT-06-ES-008,GPT-06,not_reviewed,
GPT-06-ES-009,GPT-06,not_reviewed,
GPT-06-ES-010,GPT-06,not_reviewed,
GPT-06-ES-011,GPT-06,not_reviewed,
GPT-06-ES-012,GPT-06,not_reviewed,
GPT-06-ES-013,GPT-06,not_reviewed,
GPT-06-ES-014,GPT-06,not_reviewed,
GPT-06-ES-015,GPT-06,not_reviewed,
GPT-07-ES-001,GPT-07,not_reviewed,
GPT-07-ES-002,GPT-07,not_reviewed,
GPT-07-ES-003,GPT-07,not_reviewed,
GPT-07-ES-004,GPT-07,not_reviewed,
GPT-07-ES-005,GPT-07,not_reviewed,
GPT-07-ES-006,GPT-07,not_reviewed,
GPT-08-ES-001,GPT-08,not_reviewed,
GPT-08-ES-002,GPT-08,not_reviewed,
GPT-08-ES-003,GPT-08,not_reviewed,
GPT-08-ES-004,GPT-08,not_reviewed,
GPT-08-ES-005,GPT-08,not_reviewed,
GPT-08-ES-006,GPT-08,not_reviewed,
GPT-08-ES-007,GPT-08,not_reviewed,
GPT-08-ES-008,GPT-08,not_reviewed,
GPT-08-ES-009,GPT-08,not_reviewed,
GPT-08-ES-010,GPT-08,not_reviewed,
GPT-08-ES-011,GPT-08,not_reviewed,
GPT-08-ES-012,GPT-08,not_reviewed,
GPT-08-ES-013,GPT-08,not_reviewed,
GPT-08-ES-014,GPT-08,not_reviewed,
GPT-08-ES-015,GPT-08,not_reviewed,
GPT-08-ES-016,GPT-08,not_reviewed,
GPT-09-ES-001,GPT-09,not_reviewed,
GPT-09-ES-002,GPT-09,not_reviewed,
GPT-09-ES-003,GPT-09,not_reviewed,
GPT-09-ES-004,GPT-09,not_reviewed,
GPT-09-ES-005,GPT-09,not_reviewed,
GPT-09-ES-006,GPT-09,not_reviewed,
GPT-10-ES-001,GPT-10,not_reviewed,
GPT-10-ES-002,GPT-10,not_reviewed,
GPT-10-ES-003,GPT-10,not_reviewed,
GPT-10-ES-004,GPT-10,not_reviewed,
GPT-10-ES-005,GPT-10,not_reviewed,
GPT-10-ES-006,GPT-10,not_reviewed,
GPT-10-ES-007,GPT-10,not_reviewed,
GPT-10-ES-008,GPT-10,not_reviewed,
GPT-10-ES-009,GPT-10,not_reviewed,
GPT-10-ES-010,GPT-10,not_reviewed,
GPT-10-ES-011,GPT-10,not_reviewed,
GPT-10-ES-012,GPT-10,not_reviewed,
GPT-10-ES-013,GPT-10,not_reviewed,
GPT-10-ES-014,GPT-10,not_reviewed,
GPT-11-ES-001,GPT-11,not_reviewed,
GPT-11-ES-002,GPT-11,not_reviewed,
GPT-11-ES-003,GPT-11,not_reviewed,
GPT-11-ES-004,GPT-11,not_reviewed,
GPT-11-ES-005,GPT-11,not_reviewed,
GPT-11-ES-006,GPT-11,not_reviewed,
GPT-11-ES-007,GPT-11,not_reviewed,
GPT-11-ES-008,GPT-11,not_reviewed,
GPT-11-ES-009,GPT-11,not_reviewed,
GPT-11-ES-010,GPT-11,not_reviewed,
GPT-11-ES-011,GPT-11,not_reviewed,
GPT-11-ES-012,GPT-11,not_reviewed,
GPT-12-ES-001,GPT-12,not_reviewed,
GPT-12-ES-002,GPT-12,not_reviewed,
GPT-12-ES-003,GPT-12,not_reviewed,
GPT-12-ES-004,GPT-12,not_reviewed,
GPT-12-ES-005,GPT-12,not_reviewed,
GPT-12-ES-006,GPT-12,not_reviewed,
GPT-12-ES-007,GPT-12,not_reviewed,
GPT-12-ES-008,GPT-12,not_reviewed,
GPT-12-ES-009,GPT-12,not_reviewed,
GPT-12-ES-010,GPT-12,not_reviewed,
GPT-12-ES-011,GPT-12,not_reviewed,
GPT-12-ES-012,GPT-12,not_reviewed,
GPT-13-ES-001,GPT-13,not_reviewed,
GPT-13-ES-002,GPT-13,not_reviewed,
GPT-13-ES-003,GPT-13,not_reviewed,
GPT-13-ES-004,GPT-13,not_reviewed,
GPT-13-ES-005,GPT-13,not_reviewed,
GPT-14-ES-001,GPT-14,not_reviewed,
GPT-14-ES-002,GPT-14,not_reviewed,
GPT-14-ES-003,GPT-14,not_reviewed,
GPT-14-ES-004,GPT-14,not_reviewed,
GPT-14-ES-005,GPT-14,not_reviewed,
GPT-14-ES-006,GPT-14,not_reviewed,
GPT-14-ES-007,GPT-14,not_reviewed,
GPT-14-ES-008,GPT-14,not_reviewed,
GPT-14-ES-009,GPT-14,not_reviewed,
GPT-14-ES-010,GPT-14,not_reviewed,
GPT-14-ES-011,GPT-14,not_reviewed,
GPT-14-ES-012,GPT-14,not_reviewed,
GPT-14-ES-013,GPT-14,not_reviewed,
GPT-14-ES-014,GPT-14,not_reviewed,
GPT-14-ES-015,GPT-14,not_reviewed,
GPT-14-ES-016,GPT-14,not_reviewed,
GPT-14-ES-017,GPT-14,not_reviewed,
GPT-14-ES-018,GPT-14,not_reviewed,
GPT-15-ES-001,GPT-15,not_reviewed,
GPT-15-ES-002,GPT-15,not_reviewed,
GPT-15-ES-003,GPT-15,not_reviewed,
GPT-15-ES-004,GPT-15,not_reviewed,
GPT-15-ES-005,GPT-15,not_reviewed,
GPT-15-ES-006,GPT-15,not_reviewed,
GPT-15-ES-007,GPT-15,not_reviewed,
GPT-15-ES-008,GPT-15,not_reviewed,
GPT-15-ES-009,GPT-15,not_reviewed,
GPT-15-ES-010,GPT-15,not_reviewed,
GPT-15-ES-011,GPT-15,not_reviewed,
GPT-15-ES-012,GPT-15,not_reviewed,
GPT-15-ES-013,GPT-15,not_reviewed,
GPT-15-ES-014,GPT-15,not_reviewed,
GPT-15-ES-015,GPT-15,not_reviewed,
GPT-15-ES-016,GPT-15,not_reviewed,
GPT-15-ES-017,GPT-15,not_reviewed,
GPT-15-ES-018,GPT-15,not_reviewed,
GPT-15-ES-019,GPT-15,not_reviewed,
GPT-15-ES-020,GPT-15,not_reviewed,
GPT-15-ES-021,GPT-15,not_reviewed,
GPT-15-ES-022,GPT-15,not_reviewed,
GPT-15-ES-023,GPT-15,not_reviewed,
GPT-15-ES-024,GPT-15,not_reviewed,
GPT-15-ES-025,GPT-15,not_reviewed,
GPT-15-ES-026,GPT-15,not_reviewed,
GPT-15-ES-027,GPT-15,not_reviewed,
GPT-15-ES-028,GPT-15,not_reviewed,
GPT-16-ES-001,GPT-16,not_reviewed,
GPT-16-ES-002,GPT-16,not_reviewed,
GPT-16-ES-003,GPT-16,not_reviewed,
GPT-16-ES-004,GPT-16,reviewed_distinct,Direct response/branch source review; user instructions and following branches excluded as applicable.
GPT-16-ES-005,GPT-16,not_reviewed,
GPT-16-ES-006,GPT-16,reviewed_distinct,Direct response/branch source review; user instructions and following branches excluded as applicable.
GPT-16-ES-007,GPT-16,not_reviewed,
GPT-16-ES-008,GPT-16,reviewed_distinct,Direct response/branch source review; user instructions and following branches excluded as applicable.
GPT-16-ES-009,GPT-16,not_reviewed,
GPT-17-ES-001,GPT-17,not_reviewed,
GPT-17-ES-002,GPT-17,not_reviewed,
GPT-17-ES-003,GPT-17,not_reviewed,
GPT-17-ES-004,GPT-17,not_reviewed,
GPT-17-ES-005,GPT-17,not_reviewed,
GPT-17-ES-006,GPT-17,not_reviewed,
GPT-18-ES-001,GPT-18,not_reviewed,
GPT-18-ES-002,GPT-18,not_reviewed,
GPT-18-ES-003,GPT-18,not_reviewed,
GPT-18-ES-004,GPT-18,not_reviewed,
GPT-18-ES-005,GPT-18,not_reviewed,
GPT-18-ES-006,GPT-18,not_reviewed,
GPT-18-ES-007,GPT-18,not_reviewed,
GPT-18-ES-008,GPT-18,not_reviewed,
GPT-19-ES-001,GPT-19,not_reviewed,
GPT-19-ES-002,GPT-19,not_reviewed,
GPT-19-ES-003,GPT-19,not_reviewed,
GPT-19-ES-004,GPT-19,reviewed_distinct,Direct response/branch source review; user instructions and following branches excluded as applicable.
GPT-19-ES-005,GPT-19,reviewed_distinct,Direct response/branch source review; user instructions and following branches excluded as applicable.
GPT-19-ES-006,GPT-19,reviewed_distinct,Direct response/branch source review; user instructions and following branches excluded as applicable.
GPT-19-ES-007,GPT-19,reviewed_distinct,Direct response/branch source review; user instructions and following branches excluded as applicable.
GPT-19-ES-008,GPT-19,not_reviewed,
GPT-19-ES-009,GPT-19,reviewed_distinct,Direct response/branch source review; user instructions and following branches excluded as applicable.
GPT-19-ES-010,GPT-19,reviewed_distinct,Direct response/branch source review; user instructions and following branches excluded as applicable.
GPT-19-ES-011,GPT-19,not_reviewed,
GPT-19-ES-012,GPT-19,reviewed_distinct,Direct response/branch source review; user instructions and following branches excluded as applicable.
GPT-19-ES-013,GPT-19,not_reviewed,
GPT-19-ES-014,GPT-19,reviewed_distinct,Direct response/branch source review; user instructions and following branches excluded as applicable.
GPT-19-ES-015,GPT-19,reviewed_distinct,Direct response/branch source review; user instructions and following branches excluded as applicable.
GPT-19-ES-016,GPT-19,not_reviewed,
GPT-20-ES-001,GPT-20,not_reviewed,
GPT-20-ES-002,GPT-20,not_reviewed,
GPT-20-ES-003,GPT-20,not_reviewed,
GPT-20-ES-004,GPT-20,reviewed_distinct,Direct response/branch source review; user instructions and following branches excluded as applicable.
GPT-20-ES-005,GPT-20,reviewed_distinct,Direct response/branch source review; user instructions and following branches excluded as applicable.
GPT-20-ES-006,GPT-20,reviewed_distinct,Direct response/branch source review; user instructions and following branches excluded as applicable.
GPT-20-ES-007,GPT-20,not_reviewed,
GPT-20-ES-008,GPT-20,not_reviewed,
GPT-20-ES-009,GPT-20,not_reviewed,
GPT-20-ES-010,GPT-20,reviewed_distinct,Direct response/branch source review; user instructions and following branches excluded as applicable.
GPT-20-ES-011,GPT-20,not_reviewed,
GPT-20-ES-012,GPT-20,reviewed_distinct,Direct response/branch source review; user instructions and following branches excluded as applicable.
GPT-20-ES-013,GPT-20,not_reviewed,
GPT-20-ES-014,GPT-20,reviewed_distinct,Direct response/branch source review; user instructions and following branches excluded as applicable.
GPT-20-ES-015,GPT-20,not_reviewed,
GPT-20-ES-016,GPT-20,not_reviewed,
GPT-20-ES-017,GPT-20,reviewed_distinct,Direct response/branch source review; user instructions and following branches excluded as applicable.
GPT-20-ES-018,GPT-20,not_reviewed,
GPT-20-ES-019,GPT-20,reviewed_distinct,Direct response/branch source review; user instructions and following branches excluded as applicable.
GPT-20-ES-020,GPT-20,reviewed_distinct,Direct response/branch source review; user instructions and following branches excluded as applicable.
GPT-20-ES-021,GPT-20,not_reviewed,
GPT-21-ES-001,GPT-21,not_reviewed,
GPT-21-ES-002,GPT-21,not_reviewed,
GPT-21-ES-003,GPT-21,not_reviewed,
GPT-21-ES-004,GPT-21,not_reviewed,
GPT-21-ES-005,GPT-21,not_reviewed,
GPT-21-ES-006,GPT-21,not_reviewed,
GPT-21-ES-007,GPT-21,not_reviewed,
GPT-21-ES-008,GPT-21,not_reviewed,
