execution_id,source_commit,raw_log_path,source_pdf_sha256,source_url,download_required_for_new_pdf_review,needed_for_fixed_label_aggregation
GPT-4o-11,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V11.pdf,da0399d4adc653c8b6ad22ac5f9cc9cfd6a3eaf479694ba79318867dd370ad78,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/GPT-4o/GPT_%EC%8B%9C%EB%AE%AC%EB%A0%88%EC%9D%B4%EC%85%98%20V11.pdf,true,false
GPT-4o-12,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V12.pdf,f3b1fb6fcbafc7446847aa51e799b7b5013ad6c06e2bb1ac50e89cd6beaeebaa,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/GPT-4o/GPT_%EC%8B%9C%EB%AE%AC%EB%A0%88%EC%9D%B4%EC%85%98%20V12.pdf,true,false
GPT-4o-13,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V13.pdf,7a15bdd69ad5389061eaf2b5b0300161a7fe984561a7a77f2ba13764f431ac49,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/GPT-4o/GPT_%EC%8B%9C%EB%AE%AC%EB%A0%88%EC%9D%B4%EC%85%98%20V13.pdf,true,false
GPT-4o-14,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V14.pdf,e6bf4ece8979113a25230a1f7f747f60235d7261dc2c51c61984e4178ffb114c,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/GPT-4o/GPT_%EC%8B%9C%EB%AE%AC%EB%A0%88%EC%9D%B4%EC%85%98%20V14.pdf,true,false
GPT-4o-15,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V15.pdf,82da816b1d9610816025abf6b57e0ddb30d45896c19a99bf382c88ae5370f33c,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/GPT-4o/GPT_%EC%8B%9C%EB%AE%AC%EB%A0%88%EC%9D%B4%EC%85%98%20V15.pdf,true,false
GPT-4o-16,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V16.pdf,095afc84f8437c7f5343b184d25cd23dfd17693b1386f84d94fa35f778900e7d,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/GPT-4o/GPT_%EC%8B%9C%EB%AE%AC%EB%A0%88%EC%9D%B4%EC%85%98%20V16.pdf,true,false
GPT-4o-17,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V17.pdf,68003af1d7585e2b160a148685d20484b7576af921e5792488adfbf768abafeb,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/GPT-4o/GPT_%EC%8B%9C%EB%AE%AC%EB%A0%88%EC%9D%B4%EC%85%98%20V17.pdf,true,false
GPT-4o-18,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V18.pdf,f0dad85d4e2cfc4eaaf5de2909bacdad3105b8f12cfca38f8df9bed75cd66ecd,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/GPT-4o/GPT_%EC%8B%9C%EB%AE%AC%EB%A0%88%EC%9D%B4%EC%85%98%20V18.pdf,true,false
GPT-4o-19,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V19.pdf,4750ec398977fac0511c235af8f5947636e89150f2a8a28b03df2f3f246df7d0,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/GPT-4o/GPT_%EC%8B%9C%EB%AE%AC%EB%A0%88%EC%9D%B4%EC%85%98%20V19.pdf,true,false
GPT-4o-20,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V20.pdf,60668599f034f9aa539712f4a5180b7e8fa74acf6cb5de703adbf86195f8f9cf,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/GPT-4o/GPT_%EC%8B%9C%EB%AE%AC%EB%A0%88%EC%9D%B4%EC%85%98%20V20.pdf,true,false
GPT-4o-21,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V21.pdf,3118d6828e017eae7eb572f1e11734a172741fea6ddc2bbf116ab2726be8cb11,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/GPT-4o/GPT_%EC%8B%9C%EB%AE%AC%EB%A0%88%EC%9D%B4%EC%85%98%20V21.pdf,true,false
GPT-4o-22,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V22.pdf,80cff2f749dcefe8b48c003c616763359c4ac63fd1709a407f9b6e7181235bb4,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/GPT-4o/GPT_%EC%8B%9C%EB%AE%AC%EB%A0%88%EC%9D%B4%EC%85%98%20V22.pdf,true,false
GPT-4o-23,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V23.pdf,2847d060b5d31732c7d018ae6266a603ed9b8e1f7f4bd61973149618e70f08cf,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/GPT-4o/GPT_%EC%8B%9C%EB%AE%AC%EB%A0%88%EC%9D%B4%EC%85%98%20V23.pdf,true,false
GPT-4o-24,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V24.pdf,7714ddf156a4047a6a3fd46367c3dcd82b1135b26e3420dd5eb131dbd6fcaccd,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/GPT-4o/GPT_%EC%8B%9C%EB%AE%AC%EB%A0%88%EC%9D%B4%EC%85%98%20V24.pdf,true,false
GPT-4o-25,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V25.pdf,b0a112a6a6dcc9a56fe67c8983a15f4e06a3034ebb03146ca406d11d3c476a8d,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/GPT-4o/GPT_%EC%8B%9C%EB%AE%AC%EB%A0%88%EC%9D%B4%EC%85%98%20V25.pdf,true,false
GPT-4o-26,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V26.pdf,093cab78c8c0ce3f58bc0fbcf0c4c3aea891b778b2aff263971884fdf93e5606,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/GPT-4o/GPT_%EC%8B%9C%EB%AE%AC%EB%A0%88%EC%9D%B4%EC%85%98%20V26.pdf,true,false
GPT-4o-27,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V27.pdf,1c91642cd20ca4e538be5a3c52238b74a3c68ca7a248a9c91157a240a8415847,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/GPT-4o/GPT_%EC%8B%9C%EB%AE%AC%EB%A0%88%EC%9D%B4%EC%85%98%20V27.pdf,true,false
GPT-4o-28,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V28.pdf,ee50e21096f64d31b893ea2862c7725b2f15b11ffd90ecd7c150b89ead491ad9,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/GPT-4o/GPT_%EC%8B%9C%EB%AE%AC%EB%A0%88%EC%9D%B4%EC%85%98%20V28.pdf,true,false
GPT-4o-29,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V29.pdf,588bfc80c9151a9a8981f07b5c5f73f2c4ec0c93ae8849ad9c0b3dcd23eb1a4b,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/GPT-4o/GPT_%EC%8B%9C%EB%AE%AC%EB%A0%88%EC%9D%B4%EC%85%98%20V29.pdf,true,false
GPT-4o-30,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/GPT-4o/GPT_시뮬레이션 V30.pdf,b94418adfac3570e22ca85e3d4c4b7d2f6e7fe2559b695680da0c623834de476,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/GPT-4o/GPT_%EC%8B%9C%EB%AE%AC%EB%A0%88%EC%9D%B4%EC%85%98%20V30.pdf,true,false
Gemini_2.5_Flash-01,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Gemini_2.5_Flash/1.pdf,60b683fad5d8af65fc9934a49a4bc262b5f63f9c4271a5c57f250c9a4cd86edc,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/1.pdf,true,false
Gemini_2.5_Flash-02,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Gemini_2.5_Flash/2.pdf,f60a793430a7ec5a8d7948d4d8877506baf6a7c56e7f77de8451d1d02533a744,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/2.pdf,true,false
Gemini_2.5_Flash-03,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Gemini_2.5_Flash/3.pdf,092f0ead211ce16053d0f731365505ea2e743c6b270d04d511de98c537ce8bbc,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/3.pdf,true,false
Gemini_2.5_Flash-04,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Gemini_2.5_Flash/4.pdf,b9f04fc684f85dd185114908f8a63c8a1d06480aa75654a33e7708e5a460a0da,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/4.pdf,true,false
Gemini_2.5_Flash-05,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Gemini_2.5_Flash/5.pdf,8382b0cabe6a0bf0580fcb4f11d3fd8175782776ba78f990a78490a52f2c63f5,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/5.pdf,true,false
Gemini_2.5_Flash-06,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Gemini_2.5_Flash/6.pdf,18c44b91110590a552fded979dd21edaa1820df5c18a98cd0daecaee41b00136,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/6.pdf,true,false
Gemini_2.5_Flash-07,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Gemini_2.5_Flash/7.pdf,717dc2371128a4a1db840c6fb1b92f909e4d4df3278c30de36a293cd69e0f746,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/7.pdf,true,false
Gemini_2.5_Flash-08,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Gemini_2.5_Flash/8.pdf,839ef63d28bc63e5ee12235fdb0c4a113606bfdd28c15ea80d30fbe1df5505c5,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/8.pdf,true,false
Gemini_2.5_Flash-09,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Gemini_2.5_Flash/9.pdf,efa339c5b9d76c8a994d137771ed819addd5ce7beec7cecc7665ff57853bc665,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/9.pdf,true,false
Gemini_2.5_Flash-10,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Gemini_2.5_Flash/10.pdf,af69ef34182f9377e7841f1d52bead035465690250852c6534352750132c57a1,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/10.pdf,true,false
Gemini_2.5_Flash-11,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Gemini_2.5_Flash/11.pdf,1e7cc5584589422807c07a6e553a76bd75c7d2987baf595494cc8ee58b062e5b,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/11.pdf,true,false
Gemini_2.5_Flash-12,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Gemini_2.5_Flash/12.pdf,c2c2bce3e75636936daee00e9c96947fda09833c4b926293af2461a8bc8706f7,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/12.pdf,true,false
Gemini_2.5_Flash-13,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Gemini_2.5_Flash/13.pdf,ccf30441bebecfd97a4409496d8fff4aadec2b8480a9db6ba8168c506776b861,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/13.pdf,true,false
Gemini_2.5_Flash-14,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Gemini_2.5_Flash/14.pdf,32558992e6b4380b514ad18b74013c5da25a4475b714b431da1d3a71b49fd364,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/14.pdf,true,false
Gemini_2.5_Flash-15,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Gemini_2.5_Flash/15.pdf,cd82705ab9c0dc918addd8d0c11cdce02690709153d644f9d712a416f7620010,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/15.pdf,true,false
Gemini_2.5_Flash-16,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Gemini_2.5_Flash/16.pdf,323a16d61a463622c71f23b05bed082d5acd543c6651915856faffe298449e7c,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/16.pdf,true,false
Gemini_2.5_Flash-17,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Gemini_2.5_Flash/17.pdf,6066886a021fcdd753f7cda12cda04a70cd6d1bdd2aef6ac8f8a112415114b83,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/17.pdf,true,false
Gemini_2.5_Flash-18,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Gemini_2.5_Flash/18.pdf,aaa0d621f0c19f50ff8297f4fb55ee4d8a07bddde5d253b44931494c6b5ccbed,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/18.pdf,true,false
Gemini_2.5_Flash-19,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Gemini_2.5_Flash/19.pdf,6e649446230838f960d437735ad8b9305820f677efd5850bb52e6e9bbc3f6244,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/19.pdf,true,false
Gemini_2.5_Flash-20,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Gemini_2.5_Flash/20.pdf,b5366f0317c70f3f2ca2d4adac5d59e5ee6abce2235f4a485e1c61d5fa34312d,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/20.pdf,true,false
Gemini_2.5_Flash-21,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Gemini_2.5_Flash/21.pdf,48780cb2300f1e4a3dcfdfc5be7e89a40fbd9812d79b098fbc28175fc8f1432e,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/21.pdf,true,false
Gemini_2.5_Flash-22,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Gemini_2.5_Flash/22.pdf,bfa358bdaed1913da73d49cfb017ac39e9767ca320223b8a6252c09fcaf08dba,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/22.pdf,true,false
Gemini_2.5_Flash-23,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Gemini_2.5_Flash/23.pdf,939e97ca32c21fcc8ba046295057b74065589dbd0a1cc4571edc78dfc53a589f,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/23.pdf,true,false
Gemini_2.5_Flash-24,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Gemini_2.5_Flash/24.pdf,9638caa8bc4fa08de4553906e1c5f485dbb91a60ac0fb4c28ae40f3d841cad38,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/24.pdf,true,false
Gemini_2.5_Flash-25,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Gemini_2.5_Flash/25.pdf,cc8ae9cce3fa6720e3e004d5795c653b28396fd13694062ec29cc3059fae60bb,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/25.pdf,true,false
Gemini_2.5_Flash-26,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Gemini_2.5_Flash/26.pdf,46e640b6bbb8bb8db3c52faf0635576230ea91ea1df5253de6c0f82be9ac9b56,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/26.pdf,true,false
Gemini_2.5_Flash-27,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Gemini_2.5_Flash/27.pdf,429f9d8d033969cc1fd79087ded0cff5286c4a770cf53a1be22d289e3076bcd1,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/27.pdf,true,false
Gemini_2.5_Flash-28,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Gemini_2.5_Flash/28.pdf,070afef4916b15e5e456ad4d640e3987cbea13c5d6a17385d09dcf7ffd7cae08,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/28.pdf,true,false
Gemini_2.5_Flash-29,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Gemini_2.5_Flash/29.pdf,3871fee4f4a6d1531606622af87a18536f355399a51cc73bb347dfee051f2383,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/29.pdf,true,false
Gemini_2.5_Flash-30,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Gemini_2.5_Flash/30.pdf,deec8ca1b5a32775554e7d53d93e80d6907e431576576dd28dff077d314be431,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Gemini_2.5_Flash/30.pdf,true,false
Claude_Opus_4-01,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/1. Strategic Decision Modeling Protocol.pdf,40d5cae1d73766c272755651180a2bd68fc15bcba8e8b191d49ea919c615a314,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/1.%20Strategic%20Decision%20Modeling%20Protocol.pdf,true,false
Claude_Opus_4-02,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/2. Strategic Decision Modeling Framework.pdf,6c6f488169edae35c15cc3b485683c2d6e85c599b4f7ef1100d23589f0cb98c7,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/2.%20Strategic%20Decision%20Modeling%20Framework.pdf,true,false
Claude_Opus_4-03,6867755772bfb74dd56c211df8c9a399607b5419,runs/raw_logs/Claude_Opus_4/3. Strategic Decision Modeling Protocol.pdf,b38d30d7290f6dd06dfdd11e9e91d690046307e35d589010665a82cf73f85c9c,https://github.com/jin-do/LLM-PolMil-Simulation-CMC/blob/6867755772bfb74dd56c211df8c9a399607b5419/runs/raw_logs/Claude_Opus_4/3.%20Strategic%20Decision%20Modeling%20Protocol.pdf,true,false
